slug,title,source_name,source_link,legal_text,legal_link,description,methodology,terms_of_use,source_360
women_business_and_the_law,"Women, Business and the Law","WBG - Women, Business and the Law",http://wbl.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"Women, Business and the Law (WBL) is a World Bank Group project collecting unique data on the laws and regulations that restrict women's economic opportunities. Since 2009, WBL has enhanced the study of gender equality and informed discussions on improving women's prosperity. WBL 2018 is the fifth in a series of biennial reports measuring gender differences in seven main topics: accessing institutions, using property, getting a job, providing incentives to work, going to court, building credit and protecting women from violence.","Covering 189 economies, Women, Business and the Law provides comparable data across seven topics. The methodology was designed as an easily replicable benchmark of the legal environment for women as entrepreneurs and employees. To understand where laws facilitate or hinder gender equality and women’s economic participation, Women, Business and the Law 2018 provides scores for the first time for each of its seven topics. Scores are obtained by calculating the unweighted average of the scored questions within that topic, and scaling the result to 100.

View the complete methodology by question below, or download the methodology for scored questions here: http://pubdocs.worldbank.org/en/356641522241086141/Data-Notes.pdf","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
logistics_performance_index,Logistics Performance Index,WBG - Logistics Performance Index,http://lpi.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance.  The LPI 2016 allows for comparisons across 160 countries. The LPI is based on a worldwide survey of operators on the ground (global freight forwarders and express carriers), providing feedback on the logistics “friendliness” of the countries in which they operate and those with which they trade. They combine in-depth knowledge of the countries in which they operate with informed qualitative assessments of other countries where they trade and experience of global logistics environment. Feedback from operators is supplemented with quantitative data on the performance of key components of the logistics chain in the country of work.

The LPI consists therefore of both qualitative and quantitative measures and helps build profiles of logistics friendliness for these countries. It measures performance along the logistics supply chain within a country and offers two different perspectives: international and domestic.","The first part of the LPI survey (questions 10–15) provides the raw data for the international LPI. Each survey respondent rates eight overseas markets on six core components of logistics performance. The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and—for landlocked countries—on neighboring countries that form part of the land bridge connecting them with international markets. The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located.

Respondents take the survey online. The web engine for 2014 is the same as the new engine put in place in 2012. It incorporates the Uniform Sampling Randomized (USR) approach to gain the most possible responses from underrepresented countries. Because the survey engine relies heavily on a specialized country selection methodology for survey respondents based on high trade volume between countries, the USR can help countries with lower trade volumes rise to the top during country selection.

The 2014 survey engine builds a set of countries for the survey respondents that are subject to the rule set. After 200 surveys, the USR is introduced into the engine’s process for country selection. For each new survey respondent, the USR solicits a response from a country chosen at random but with nonuniform probability—with weights chosen to evolve the sampling toward uniform probability.

The international LPI is a summary indicator of logistics sector performance, combining data on six core performance components into a single aggregate measure. Some respondents did not provide information for all six components, so interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent’s average deviation from the country mean in the answered questions.

The LPI is constructed from these six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores on questions 10–15, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator—the LPI—that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI’s original six indicators that is accounted for by the summary indicator. Standard statistical tests, such as the Kaiser Criterion and the eigenvalue scree plot, suggest that a single principal component be retained to summarize the underlying data. This principal component is the international LPI.

To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. Although PCA is re-run for each version of the LPI, the weights remain very steady from year to year. There is thus a high degree of comparability across the various LPI editions.","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
doing_business,Doing Business,WBG - Doing Business,http://www.doingbusiness.org/rankings,World Bank Group,http://www.worldbank.org/terms-datasets,"Doing Business provides objective measures of business regulations and their enforcement across 189 economies. Each economy is ranked according to 10 sets of indicators. These are combined into an overall ""ease of doing business"" ranking.","In recent years, Doing Business introduced improvements to all of its indicator sets. In Doing Business 2015, Resolving Insolvency introduced new measures of quality, while Getting Credit and Protecting Minority Investors broadened their existing measures. In Doing Business 2016, Dealing with Construction Permits, Getting Electricity, Registering Property and Enforcing Contracts also introduced new measures of quality, and Trading across Borders introduced a new case scenario to increase the economic relevance. In Doing Business 2017, Paying Taxes introduced new measures of postfiling processes and Starting a Business, Registering Property and Enforcing Contracts added gender components. For the details on the Doing Business methodology changes, please view the Distance to Frontier metrics.

Each methodology expansion was recalculated for one year to provide comparable indicator values and DTF scores for the previous year. Rankings are calculated for Doing Business 2018 only. Year-to-year changes in the number of economies, number of indicators and methodology affect the comparability of prior years.

Read here for more information on the methodology: http://www.doingbusiness.org/methodology","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
wits,World Integrated Trade Solution,WBG - WITS,http://wits.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"WITS is a trade software tool giving access to bilateral trade between countries based on various product classifications, product details, years, and trade flows. It also contains tariff and non-tariff measures as well as analysis tool to calculate effects of tariff reductions. In addition, users have access to two visualization tools. One using the data from the World Development Indicators database in the format of bubble charts and the second using data from the United Nations COMTRADE database in the format of maps.

To access the WITS system, go to http://wits.worldbank.org/wits",The WITS website has links to downloadable documents that will help you understand how World Integrated Trade Solution (WITS) calculates and presents international trade statistics. You can access the links here: https://wits.worldbank.org/methodology.html,"For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets) or the WITS website (https://wits.worldbank.org/about_wits.html). 

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
world_development_indicators,World Development Indicators,WBG - World Development Indicators,http://data.worldbank.org/data-catalog/world-development-indicators,World Bank Group,http://www.worldbank.org/terms-datasets,"The primary World Bank collection of development indicators, compiled from officially-recognized international sources. It presents the most current and accurate global development data available, and includes national, regional and global estimates.",,"For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
rulemaking,Citizen Engagement in Rulemaking,WBG - Citizen Engagement in Rulemaking,http://rulemaking.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"The Global Indicators of Regulatory Governance project is an initiative of the World Bank’s Global Indicators Group, which produces a range of datasets and benchmarking products on regulations and business activity around the world. These datasets include Doing Business, Enterprise Surveys, Enabling the Business of Agriculture and Women, Business and the Law.

The Global Indicators of Regulatory Governance project explores how governments interact with the public when shaping regulations that affect their business community. Concerned stakeholders could be professional associations, civic groups or foreign investors. The project charts how interested groups learn about new regulations being considered, and the extent to which they are able to engage with officials on the content. It also measures whether or not governments assess the possible impact of new regulations in their countries (including economic, social and environmental considerations) and whether those calculations form part of the public consultation. Finally, Global Indicators of Regulatory Governance capture two additional components of a predictable regulatory environment: the ability of stakeholders to challenge regulations, and the ability of people to access all the laws and regulations currently in force in one, consolidated place.

The project grew out of an increasing recognition of the importance of transparency and accountability in government actions. Citizen access to the government rulemaking process is central for the creation of a business environment in which investors make long-range plans and investments. Greater levels of consultation are also associated with a higher quality of regulation.","The Global Indicators of Regulatory Governance project explores how governments interact with the public when shaping regulations that affect their business community. Concerned stakeholders could be professional associations, civic groups or foreign investors. The project charts how interested groups learn about new regulations being considered, and the extent to which they are able to engage with officials on the content. It also measures whether or not governments assess the possible impact of new regulations in their countries (including economic, social and environmental considerations) and whether those calculations form part of the public consultation. Finally, the project measures two additional components of a predictable regulatory environment:  the ability of stakeholders to challenge regulations, and the ability of people to access all the laws and regulations currently in force in one, consolidated place.

The data presented here cover 185 countries: 46 in Sub-Saharan Africa, 30 in Latin America and the Caribbean, 32 in the OECD high-income group, 25 in Eastern Europe and Central Asia, 25 in East Asia and the Pacific, 20 in the Middle East and North Africa, and 7 in South Asia.

The data paint a picture of consultation and assessment practices for national regulations affecting business activities, along with details on how such consultation and impact assessment take place. They also presents details on how and where the public can challenge regulatory decisions or access the laws and regulations on the books. Where different practices exist for different parts of government or special zones (for example, independent financial centers), the team seeks to present the most common practice for regulations affecting domestic business activities. Where there are variations in practice, the team notes that variation in the comments sections.

The data presented here were collected December 2015– April 2016. The data will be updated regularly to capture changes and evolutions in practice.

The Global Indicators of Regulatory Governance project is new. There may be nuances in practice that the team has failed to capture in the data collection. If you believe the content presented for your jurisdiction is not fully correct, or if you have questions about the project, please contact us at rulemaking@worldbank.org.

For more information on the methodology, please see http://rulemaking.worldbank.org/methodology","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
temporary_trade_barriers,Temporary Trade Barriers Database,WBG - Temporary Trade Barriers,http://econ.worldbank.org/ttbd/,World Bank Group,http://www.worldbank.org/terms-datasets,"The Temporary Trade Barriers Database (TTBD) website hosts newly collected, freely available, and detailed data on more than thirty different national governments™ use of policies such as antidumping (AD), global safeguards (SG), China-specific transitional safeguard (CSG) measures, and countervailing duties (CVD). The information provided in this detailed data base will cover over 95% of the global use of these particular import-restricting trade remedy instruments.","The methodology used to construct the trade-weighted share of affected imports at the HS-06 level in particular and the associated caveats are described in the Appendix to Bown (2011b). It has also been applied to construction of measures of affected trade from the exporter’s perspective as presented in Bown (2013). In constructing a consistently-defined, trade-weighted import coverage ratio, the critical assumption is on the counterfactual growth rate of TTB-affected products during the period that the TTB is actually in place. The assumption maintained here (and as in earlier applications) is the conservative assumption that all of a policy-imposing country’s TTB-affected imports would have grown at the same rate in a particular year t that a TTB is in effect as the average growth rate of imports not covered by TTBs (from all countries) in year t.

There have been a number of minor improvements in the methodology for constructing these data series that make results for the pre-2010 data (presented below and in this update to the Database) different in some instances from the pre-2010 figures first presented in Bown (2011b). These differences result in innovations associated with i) improvements in comprehensiveness of (historically) available TTB policy and import data, ii) implementation of a consistent concordance for import products at the HS-06 level over time, accounting for product reclassifications, and iii) allowance for differences in how different policy-imposing countries may treat the European Union and EU member states under their application of antidumping and countervailing duties, also accounting for changes to the definition of the EU membership over time.","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
PAM,Public Accountability Mechanisms Freedom of Information,Govdata360 - Public Accountability Mechanisms Freedom of Information,www.govdata360.worldbank.org/PAM,Govdata360 (previously Actionable Governance Indicators (AGI)),https://govdata360.worldbank.org/,"The Public Accountability Mechanisms (PAM) Initiative belongs to the Actionable Governance Indicators (AGIs), which have been developed in response to the increasing demand for governance indicators that could help design specific reforms and monitor their impact.

The PAM Initiative provides assessments of countries’ in-law and in-practice efforts to enhance the transparency of public administration and the accountability of public officials. Several transparency and accountability mechanisms are studied: (1) Financial Disclosure (income, assets and interests); (2) Conflict of Interest Restrictions; (3) Freedom of Information (openness, access, rights); (4) Immunity Provisions. The data generated by the PAM initiative is useful to governments interested in establishing or modifying their own public accountability systems, to researchers focused on issues of transparency and accountability, and to practitioners involved in governance projects.","The Public Accountability Mechanisms (PAM) initiative compiles data on the legal frameworks for transparency and accountability mechanisms across 91 countries. To ensure the reliability of the data, a rigorous and systematic approach is applied to data collection and analysis. Technical experts from the countries studied are contacted for guidance on the identification of relevant laws, decrees, codes of conduct, and court decisions. Experienced consultants then produce summaries of the legal provisions collected from primary source documents, in the original language where possible.

Following the preliminary analysis performed by consultants, the data is sent to technical in-country experts for feedback on accuracy and relevance. The contributors are intended to have either in-depth legal knowledge of the mechanism being examined in a specific country or expertise in a related field. To minimize both reliability and validity problems, data is also sent to World Bank country offices for internal review.",This dataset is licensed under CC-BY 4.0. https://datacatalog.worldbank.org/public-licenses#cc-by ,gv
enterprise_surveys,Enterprise Surveys,WBG - Enterprise Surveys,http://www.enterprisesurveys.org,World Bank Group,http://www.worldbank.org/terms-datasets,"Enterprise Surveys provide firm-level data from over 125,000 establishments in 139 countries. Data are used to create over 100 indicators that benchmark the quality of the business environment across the globe. Each country is surveyed every 3 to 4 years.In addition to country-level aggregated data, firm-level data are available to registered users on the Enterprise Surveys site at http://www.enterprisesurveys.org/nada.","An Enterprise Survey is a firm-level survey of a representative sample of an economy's private sector. The surveys cover a broad range of business environment topics including access to finance, corruption, infrastructure, crime, competition, and performance measures. The current survey instruments and manuals are available here: http://www.enterprisesurveys.org/methodology

Firm-level surveys have been conducted since the 1990's by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit. Earlier data from differing survey instruments have been matched to an older standard instrument for dissemination on the website. The raw individual country datasets, aggregated datasets (across countries and years), panel datasets, and all relevant survey documentation are publicly available. All surveys have country-specific questions; therefore the aggregated dataset across countries does not include these country-specific questions.

Surveys implemented by the Enterprise Analysis Unit follow the Global Methodology, which is outlined on this page. Note that data users should exercise caution when comparing raw data and point estimates between surveys that did and did not adhere to the Enterprise Surveys Global Methodology.","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
measuring_export_competitiveness,Measuring Export Competitiveness,WBG - Measuring Export Competitiveness,https://mec.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"Measuring Export Competitiveness website provides quarterly indicators of export performance for all countries of the world, and of the extent to which their performance is driven by exporter own supply-side capacity as opposed to external or compositional factors, including product and geographical specialization and how these trends compare across countries.","This methodology aims at identifying countries that are similar in economic development and/or size, competitors with a similar position of the export basket or “neighboring” countries within the region, by means of quantitative analysis. Specifically we are able to provide benchmarks for 121 countries worldwide in a 5-dimensional space, by using the following indicators as coordinates: export basket composition; GDP per capita; population; human capital; and physical capital. Countries in the list are ranked by degree of similarity, with similarity decreasing from top to bottom of the list.

For more information, please see https://mec.worldbank.org/downloads_data_availability_and_metadata","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
sustainable_energy_for_all,Sustainable Energy For All,WBG - Global Tracking Framework: Sustainable Energy For All,http://trackingenergy4all.worldbank.org/,World Bank Group,http://www.worldbank.org/terms-datasets,"The “Sustainable Energy for all (SE4ALL)” initiative, launched in 2010 by the UN Secretary General, established three global objectives to be accomplished by 2030: to ensure universal access to modern energy services, to double the global rate of improvement in global energy efficiency, and to double the share of renewable energy in the global energy mix. SE4ALL database supports this initiative and provides country level historical data for access to electricity and non-solid fuel; share of renewable energy in total final energy consumption by technology; and energy intensity rate of improvement.","Different methodologies were used per indicator. For more information, please see https://trackingsdg7.esmap.org/methodology","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)

This dataset is classified as Public under the Access to Information Classification Policy. Users inside and outside the Bank can access this dataset. This dataset is licensed under CC-BY 4.0.",tc
enabling_the_business_of_agriculture,Enabling the Business of Agriculture,WBG - Enabling the Business of Agriculture,http://eba.worldbank.org,World Bank Group,http://www.worldbank.org/terms-datasets,"Agriculture and global food systems play a central role in meeting the World Bank Group’s twin goals of eliminating extreme poverty and boosting shared prosperity. Ending poverty will not be possible without raising the incomes of the rural poor and ending global hunger. What’s more, one-third of the world’s workforce is engaged in the agricultural sector and two-thirds of the global poor work in agriculture. 

In order for agriculture to become a driver of growth and a tool to alleviate poverty, the investments and performance of key players across agricultural value chains—from farmers to large and small agricultural businesses—are vital. Since 2013, Enabling the Business of Agriculture (EBA) has collected data on laws and regulations that impact the enabling business environment for agriculture. By providing key data on regulatory frameworks that are globally comparable and actionable, EBA strengthens the information base that can be used for policy dialogue and reform.

Policies, regulations, institutions, infrastructure, support services and market conditions together can facilitate agricultural entrepreneurship, increase investment, and enhance market competitiveness and growth. EBA seeks to improve knowledge and understanding of this business environment, which can help governments to establish appropriate regulatory systems that ensure the safety and quality of agricultural goods and services without being overly costly or burdensome on market actors. 

EBA 2017 is the third report in the series, presenting data that measure legal barriers for businesses operating in agriculture in 62 countries and across 12 topic areas. It provides quantitative indicators on regulation for seed, fertilizer, machinery, finance, markets, transport, information and communication technology (ICT), and water. Two overarching themes—gender and environmental sustainability—continue to be included in the report analysis to ensure that the messages developed by EBA encourage inclusive and sustainable practices. This year scoring was piloted for the land topic for 38 countries in which data were collected. The data for the remaining 24 countries will be collected next year and the team will refine the methodology further. EBA also collected data on the livestock topic, focusing on veterinary medicinal products (VMPs).

Two types of indicators have been developed: legal indicators and efficiency indicators. Legal indicators are derived from a reading of the laws and regulations. In a few instances, the data also include some elements which are not in the text of the law but relate to implementing a good regulatory practice—for example, online availability of fertilizer catalogue. Efficiency indicators reflect the time and cost imposed by the regulatory system—for example, the number of procedures and the time and cost to complete a process such as certifying seed for sale in the domestic market. Data of this type are built on legal requirements and cost measures are backed by official fee schedules when available.

EBA is a joint project of the World Bank’s Agriculture Global Practice and Global Indicators Group. The Agriculture Global Practice defines the World Bank’s strategic direction in agriculture, develops and deploys expertise globally, delivers integrated solutions while capturing and leveraging knowledge effectively for maximum development impact needed to end poverty and boost shared prosperity. The Global Indicators Group, which is part of the World Bank’s Development Economics network, produces global datasets that document and explore the relationship between business environment reforms and key development outcomes. The group’s products include the Doing Business report; Women, Business and the Law; Enterprise Surveys; and Subnational Doing Business, amongst others.","Enabling the Business of Agriculture methodology aims at identifying, measuring and examining key regulatory factors that have an impact on agribusiness activity. 
Early on, the project identified a range of topic areas that affect agribusiness sector enabling environment. For each topic, key policy and regulatory issues were identified for measurement and monitoring. A consultative process involving technical experts, policymakers, representatives from donor agencies, civil society organizations, the private sector and partner institutions helped to identify and prioritize key issues. Data points selected on the basis of relevance, measurability, variability and statistical robustness were used to shape standardized questionnaires for each topic. 

For the EBA detailed methodology, please see http://eba.worldbank.org/methodology","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
PAM_IAD,Public Accountability Mechanisms Income and Disclosure,Govdata360 - Public Accountability Mechanisms Income and Disclosure,www.govdata360.worldbank.org/PAM_IAD,Govdata360 (previously Actionable Governance Indicators (AGI)),https://govdata360.worldbank.org/,"Actionable governance indicators (AGIs) focus on specific and narrowly-defined aspects of governance, rather than broad dimensions. These actionable indicators are clearly defined, providing information on the discrete elements of governance reforms. They provide greater clarity regarding the actions that governments can take to achieve better results on assessments of certain areas of governance. 

The Public Accountability Mechanisms Initiative provides assessments of countries’ in-law and in-practice efforts to enhance the transparency of public administration and the accountability of public officials. Several transparency and accountability mechanisms are studied: (1) Financial Disclosure (income, assets and interests); (2) Conflict of Interest Restrictions; (3) Freedom of Information (openness, access, rights); (4) Immunity Provisions. The data generated by the PAM initiative is useful to governments interested in establishing or modifying their own public accountability systems, to researchers focused on issues of transparency and accountability, and to practitioners involved in governance projects.","The Public Accountability Mechanisms (PAM) initiative compiles data on the legal frameworks for transparency and accountability mechanisms across 91 countries. To ensure the reliability of the data, a rigorous and systematic approach is applied to data collection and analysis. Technical experts from the countries studied are contacted for guidance on the identification of relevant laws, decrees, codes of conduct, and court decisions. Experienced consultants then produce summaries of the legal provisions collected from primary source documents, in the original language where possible.

Following the preliminary analysis performed by consultants, the data is sent to technical in-country experts for feedback on accuracy and relevance. The contributors are intended to have either in-depth legal knowledge of the mechanism being examined in a specific country or expertise in a related field. To minimize both reliability and validity problems, data is also sent to World Bank country offices for internal review. Read more about the methodology in https://datacatalog.worldbank.org/dataset/public-accountability-mechanisms ",This dataset is licensed under CC-BY 4.0. https://datacatalog.worldbank.org/public-licenses#cc-by,gv
PAY_EMP,Pay and Employment,Govdata360 - Pay and Employment,www.govdata360.worldbank.org/PAM_EMP,Govdata360 (previously Actionable Governance Indicators (AGI)),https://govdata360.worldbank.org/,"Pay and Employment dataset belongs to the Actionable Governance Indicators (AGIs), which has been developed in response to the increasing demand for governance indicators that could help design specific reforms and monitor their impact. The dataset consolidates information on actionable governance indicators.

AGIs focus on specific and narrowly-defined aspects of governance, rather than broad dimensions. These actionable indicators are clearly defined, providing information on the discrete elements of governance reforms. They provide greater clarity regarding the actions that governments can take to achieve better results on assessments of certain areas of governance.",,"Technical experts from the countries studied are contacted for guidance on the identification of relevant laws, decrees, codes of conduct, and court decisions. Experienced consultants then produce summaries of the legal provisions collected from primary source documents, in the original language where possible.",gv
PEFA,Public Expenditure Financial Accontability,Public Expenditure Financial Accontability (PEFA),https://pefa.org/assessments/listing,World Bank Group,"http://web.worldbank.org/WBSITE/EXTERNAL/0,,contentMDK:20130471~menuPK:1041850~pagePK:50016803~piPK:50016805~theSitePK:13,00.html","PEFA was established as a means to reduce the duplication and costs of multiple assessments and to facilitate dialogue between government and others about how to improve the effectiveness of fiscal policies. It is a partnership program, initiated and managed by seven international development partners: the European Commission, International Monetary Fund, the World Bank, French Ministry of Foreign Affairs, Norwegian Ministry of Foreign Affairs, Swiss State Secretariat for Economic Affairs, and the UK's Department for International Development.

PEFA is a methodology for assessing public financial management performance. It provides the foundation for evidence-based measurement of countries’ PFM systems. A PEFA assessment measures the extent to which PFM systems, processes and institutions contribute to the achievement of desirable budget outcomes: Aggregate fiscal discipline, Strategic allocation of resources, and Efficient service delivery.","PEFA is a snapshot of PFM performance at the time of the assessment, but the methodology can be replicated in successive assessments, giving a summary of changes over time. PEFA includes 31 performance indicators across the broad array of PFM activities performed by governments. The indicators are grouped under the seven pillars: I. Budget reliability, II. Transparency of public finances, III. Management of assets and liabilities, IV. Policy-based fiscal strategy and budgeting, V. Predictability and control in budget execution, VI. Accounting and reporting, VII. External scrutiny and audit. Each pillar comprises a group of indicators that capture the performance of the key systems, processes, and institutions of government. Read more about the methodology in https://pefa.org/pefa-assessment-handbook.",,gv
PFI,Press Freedom Index by Reporters without Borders,Press Freedom Index by Reporters without Borders,https://rsf.org/en/ranking,Reporters Without Borders (RSF),https://rsf.org/en/terms-and-conditions,"Based in Paris, Reporters Without Borders (RSF) is an independent NGO with consultative status with the United Nations, UNESCO, the Council of Europe and the International Organization of the Francophonie (OIF). Its foreign sections, its bureau in ten cities, including Brussels, Washington, Berlin, Tunis, Rio de Janeiro, and Stockholm, and its network of correspondents in 130 countries give RSF the ability to mobilize support, challenge governments and wield influence both on the ground and in the ministries and precincts where media and Internet standards and legislation are drafted.","The degree of freedom available to journalists in 180 countries is determined by pooling the responses of experts to a questionnaire devised by RSF. This qualitative analysis is combined with quantitative data on abuses and acts of violence against journalists during the period evaluated. The criteria used in the questionnaire are pluralism, media independence, media environment and self-censorship, legislative framework, transparency, and the quality of the infrastructure that supports the production of news and information.

To compile the Index, RSF has developed an online questionnaire focusing on the subjects specified above. Translated into 20 languages including English, Arabic, Chinese, Russian, Indonesian and Korean, the questionnaire is sent to journalists, media lawyers, researchers and other media specialists selected by RSF in the 180 countries covered by the Index. Each country is assigned a score based on the answers provided by these experts and on the figures for acts of violence and abuses against journalists during the previous year.

Read more about the methodology in https://rsf.org/en/detailed-methodology.",,gv
global_financial_inclusion,WB: Financial Inclusion Index (Findex),WB - Financial Inclusion Index (Findex),http://www.worldbank.org/en/programs/globalfindex,World Bank Group,http://www.worldbank.org/terms-datasets,"The Global Financial Inclusion Database provides 850+ country-level indicators of financial inclusion summarized for all adults and disaggregated by key demographic characteristics-gender, age, education, income, employment status and rural residence. Covering more than 140 economies, the indicators of financial inclusion measure how people save, borrow, make payments and manage risk. The reference citation for the data is: Demirgüç-Kunt, Asli, Leora Klapper, Dorothe Singer, Saniya Ansar, and Jake Hess. 2018. The Global Findex Database 2017: Measuring Financial Inclusion and the Fintech Revolution. World Bank: Washington, DC.","The Global Findex indicators are drawn from survey data collected over the 2011, 2014 and 2017 calendar years.

The Global Findex database is the world’s most comprehensive data set on how adults save, borrow, make payments, and manage risk. Launched with funding from the Bill & Melinda Gates Foundation, the database has been published every three years since 2011. The data are collected in partnership with Gallup, Inc., through nationally representative surveys of more than 150,000 adults in over 140 economies. The 2017 edition includes updated indicators on access to and use of formal and informal financial services. And it adds new data on the use of financial technology (fintech), including the use of mobile phones and the internet to conduct financial transactions. ","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
"Global Findex 2014, World Bank",WB: Financial Inclusion Index (Findex),WB - Financial Inclusion Index (Findex),http://www.worldbank.org/en/programs/globalfindex,World Bank Group,http://www.worldbank.org/terms-datasets,"The Global Financial Inclusion Database provides 850+ country-level indicators of financial inclusion summarized for all adults and disaggregated by key demographic characteristics-gender, age, education, income, employment status and rural residence. Covering more than 140 economies, the indicators of financial inclusion measure how people save, borrow, make payments and manage risk. The reference citation for the data is: Demirgüç-Kunt, Asli, Leora Klapper, Dorothe Singer, Saniya Ansar, and Jake Hess. 2018. The Global Findex Database 2017: Measuring Financial Inclusion and the Fintech Revolution. World Bank: Washington, DC.","The Global Findex indicators are drawn from survey data collected over the 2011, 2014 and 2017 calendar years.

The Global Findex database is the world’s most comprehensive data set on how adults save, borrow, make payments, and manage risk. Launched with funding from the Bill & Melinda Gates Foundation, the database has been published every three years since 2011. The data are collected in partnership with Gallup, Inc., through nationally representative surveys of more than 150,000 adults in over 140 economies. The 2017 edition includes updated indicators on access to and use of formal and informal financial services. And it adds new data on the use of financial technology (fintech), including the use of mobile phones and the internet to conduct financial transactions. ","For use guidelines, please consult World Bank Group (http://www.worldbank.org/terms-datasets)",tc
PIM,Public Investment Management,Govdata360 - Public Investment Management,www.govdata360.worldbank.org/PIM,Govdata360 (previously Actionable Governance Indicators (AGI)),https://govdata360.worldbank.org/,"The Public Investment Management (PIM) dataset belongs to the Actionable governance indicators (AGIs), which has been developed in response to the increasing demand for governance indicators that could help design specific reforms and monitor their impact. The dataset consolidates information on actionable governance indicators.

It focus on specific and narrowly-defined aspects of governance, rather than broad dimensions. These actionable indicators are clearly defined, providing information on the discrete elements of governance reforms. They provide greater clarity regarding the actions that governments can take to achieve better results on assessments of certain areas of governance",,,gv
