"","Indicator_Id","dataset","iso3","subset","year","group","question","answer","value","Indicator"
"4188","12-CPIA-Total","CPIA","MRT","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4189","12-CPIA-Total","CPIA","SLE","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4190","12-CPIA-Total","CPIA","BIH","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4191","12-CPIA-Total","CPIA","SSD","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4192","12-CPIA-Total","CPIA","SDN","All",2011,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4193","12-CPIA-Total","CPIA","TZA","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4194","12-CPIA-Total","CPIA","KGZ","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4195","12-CPIA-Total","CPIA","DFS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.64,"policy and institutions for environmental sustainability-CPIA-Total"
"4196","12-CPIA-Total","CPIA","FSM","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4197","12-CPIA-Total","CPIA","TGO","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4198","12-CPIA-Total","CPIA","DFS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.63636363636364,"policy and institutions for environmental sustainability-CPIA-Total"
"4199","12-CPIA-Total","CPIA","DXS","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.12162162162162,"policy and institutions for environmental sustainability-CPIA-Total"
"4200","12-CPIA-Total","CPIA","VUT","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4201","12-CPIA-Total","CPIA","RRS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.86842105263158,"policy and institutions for environmental sustainability-CPIA-Total"
"4202","12-CPIA-Total","CPIA","YEM","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4203","12-CPIA-Total","CPIA","ETH","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4204","12-CPIA-Total","CPIA","DSS","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.14473684210526,"policy and institutions for environmental sustainability-CPIA-Total"
"4205","12-CPIA-Total","CPIA","DNS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.28571428571429,"policy and institutions for environmental sustainability-CPIA-Total"
"4206","12-CPIA-Total","CPIA","FXS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4207","12-CPIA-Total","CPIA","BGD","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4208","12-CPIA-Total","CPIA","DJI","All",2011,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4209","12-CPIA-Total","CPIA","RSN","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4210","12-CPIA-Total","CPIA","HTI","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4211","12-CPIA-Total","CPIA","BFA","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4212","12-CPIA-Total","CPIA","WSM","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4213","12-CPIA-Total","CPIA","LCA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4214","12-CPIA-Total","CPIA","TLS","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4215","12-CPIA-Total","CPIA","BEN","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4216","12-CPIA-Total","CPIA","GUY","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4217","12-CPIA-Total","CPIA","MDV","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4218","12-CPIA-Total","CPIA","HND","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4219","12-CPIA-Total","CPIA","LKA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4220","12-CPIA-Total","CPIA","NRS","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.1578947368421,"policy and institutions for environmental sustainability-CPIA-Total"
"4221","12-CPIA-Total","CPIA","DNS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.30952380952381,"policy and institutions for environmental sustainability-CPIA-Total"
"4222","12-CPIA-Total","CPIA","BEN","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4223","12-CPIA-Total","CPIA","RSO","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.71428571428571,"policy and institutions for environmental sustainability-CPIA-Total"
"4224","12-CPIA-Total","CPIA","GMB","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4225","12-CPIA-Total","CPIA","NER","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4226","12-CPIA-Total","CPIA","TJK","All",2011,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4227","12-CPIA-Total","CPIA","DSF","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.73333333333333,"policy and institutions for environmental sustainability-CPIA-Total"
"4228","12-CPIA-Total","CPIA","NLS","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.35714285714286,"policy and institutions for environmental sustainability-CPIA-Total"
"4229","12-CPIA-Total","CPIA","DNF","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.33333333333333,"policy and institutions for environmental sustainability-CPIA-Total"
"4230","12-CPIA-Total","CPIA","MDA","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4231","12-CPIA-Total","CPIA","ZWE","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4232","12-CPIA-Total","CPIA","GEO","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4233","12-CPIA-Total","CPIA","NGA","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4234","12-CPIA-Total","CPIA","TZA","All",2011,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4235","12-CPIA-Total","CPIA","COM","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4236","12-CPIA-Total","CPIA","BTN","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4237","12-CPIA-Total","CPIA","DSF","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.59375,"policy and institutions for environmental sustainability-CPIA-Total"
"4238","12-CPIA-Total","CPIA","CMR","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4239","12-CPIA-Total","CPIA","UGA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4240","12-CPIA-Total","CPIA","GHA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4241","12-CPIA-Total","CPIA","PAK","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4242","12-CPIA-Total","CPIA","TLS","All",2011,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4243","12-CPIA-Total","CPIA","RSO","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.58333333333333,"policy and institutions for environmental sustainability-CPIA-Total"
"4244","12-CPIA-Total","CPIA","STP","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4245","12-CPIA-Total","CPIA","SLE","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4246","12-CPIA-Total","CPIA","CAF","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4247","12-CPIA-Total","CPIA","UZB","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4248","12-CPIA-Total","CPIA","GRD","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4249","12-CPIA-Total","CPIA","RRS","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.1,"policy and institutions for environmental sustainability-CPIA-Total"
"4250","12-CPIA-Total","CPIA","SEN","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4251","12-CPIA-Total","CPIA","MNG","All",2013,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4252","12-CPIA-Total","CPIA","DXS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.16129032258065,"policy and institutions for environmental sustainability-CPIA-Total"
"4253","12-CPIA-Total","CPIA","DNF","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.36046511627907,"policy and institutions for environmental sustainability-CPIA-Total"
"4254","12-CPIA-Total","CPIA","TCD","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4255","12-CPIA-Total","CPIA","IDA","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.09558823529412,"policy and institutions for environmental sustainability-CPIA-Total"
"4256","12-CPIA-Total","CPIA","BTN","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4257","12-CPIA-Total","CPIA","RSN","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.30769230769231,"policy and institutions for environmental sustainability-CPIA-Total"
"4258","12-CPIA-Total","CPIA","IDA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.09375,"policy and institutions for environmental sustainability-CPIA-Total"
"4259","12-CPIA-Total","CPIA","AFG","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4260","12-CPIA-Total","CPIA","NRS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.07894736842105,"policy and institutions for environmental sustainability-CPIA-Total"
"4261","12-CPIA-Total","CPIA","NXS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.38461538461539,"policy and institutions for environmental sustainability-CPIA-Total"
"4262","12-CPIA-Total","CPIA","PNG","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4263","12-CPIA-Total","CPIA","ZMB","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4264","12-CPIA-Total","CPIA","DSS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.98648648648649,"policy and institutions for environmental sustainability-CPIA-Total"
"4265","12-CPIA-Total","CPIA","AGO","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4266","12-CPIA-Total","CPIA","DJI","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4267","12-CPIA-Total","CPIA","AGO","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4268","12-CPIA-Total","CPIA","NLS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.14285714285714,"policy and institutions for environmental sustainability-CPIA-Total"
"4269","12-CPIA-Total","CPIA","COD","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4270","12-CPIA-Total","CPIA","RWA","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4271","12-CPIA-Total","CPIA","DSS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.06944444444445,"policy and institutions for environmental sustainability-CPIA-Total"
"4272","12-CPIA-Total","CPIA","RWA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4273","12-CPIA-Total","CPIA","NIC","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4274","12-CPIA-Total","CPIA","DMA","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4275","12-CPIA-Total","CPIA","FSM","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4276","12-CPIA-Total","CPIA","GNB","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4277","12-CPIA-Total","CPIA","WSM","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4278","12-CPIA-Total","CPIA","NPL","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4279","12-CPIA-Total","CPIA","PNG","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",1.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4280","12-CPIA-Total","CPIA","MRT","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4281","12-CPIA-Total","CPIA","MRT","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4282","12-CPIA-Total","CPIA","GIN","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4283","12-CPIA-Total","CPIA","MDA","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",4,"policy and institutions for environmental sustainability-CPIA-Total"
"4284","12-CPIA-Total","CPIA","NRS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.10526315789474,"policy and institutions for environmental sustainability-CPIA-Total"
"4285","12-CPIA-Total","CPIA","CIV","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4286","12-CPIA-Total","CPIA","MOZ","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4287","12-CPIA-Total","CPIA","MOZ","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4288","12-CPIA-Total","CPIA","ARM","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4289","12-CPIA-Total","CPIA","DXS","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.23529411764706,"policy and institutions for environmental sustainability-CPIA-Total"
"4290","12-CPIA-Total","CPIA","NXS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.32,"policy and institutions for environmental sustainability-CPIA-Total"
"4291","12-CPIA-Total","CPIA","RSO","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.91666666666667,"policy and institutions for environmental sustainability-CPIA-Total"
"4292","12-CPIA-Total","CPIA","MNG","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4293","12-CPIA-Total","CPIA","RSN","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.08333333333333,"policy and institutions for environmental sustainability-CPIA-Total"
"4294","12-CPIA-Total","CPIA","NPL","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4295","12-CPIA-Total","CPIA","ERI","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2,"policy and institutions for environmental sustainability-CPIA-Total"
"4296","12-CPIA-Total","CPIA","BGD","All",2010,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4297","12-CPIA-Total","CPIA","MNG","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4298","12-CPIA-Total","CPIA","STP","All",2012,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4299","12-CPIA-Total","CPIA","PAK","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4300","12-CPIA-Total","CPIA","MDA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4301","12-CPIA-Total","CPIA","NGA","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4302","12-CPIA-Total","CPIA","RRS","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.02777777777778,"policy and institutions for environmental sustainability-CPIA-Total"
"4303","12-CPIA-Total","CPIA","GEO","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4304","12-CPIA-Total","CPIA","COG","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",2.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4305","12-CPIA-Total","CPIA","MLI","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4306","12-CPIA-Total","CPIA","GMB","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4307","12-CPIA-Total","CPIA","ETH","All",2009,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4308","12-CPIA-Total","CPIA","NIC","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3.5,"policy and institutions for environmental sustainability-CPIA-Total"
"4309","12-CPIA-Total","CPIA","NER","All",2005,"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating 1low to 6high","Total",3,"policy and institutions for environmental sustainability-CPIA-Total"
"4310","13-CPIA-Total","CPIA","ETH","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4311","13-CPIA-Total","CPIA","RRS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.6578947368421,"property rights and rulebased governance-CPIA-Total"
"4312","13-CPIA-Total","CPIA","MDA","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4313","13-CPIA-Total","CPIA","KGZ","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4314","13-CPIA-Total","CPIA","LCA","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",4,"property rights and rulebased governance-CPIA-Total"
"4315","13-CPIA-Total","CPIA","MNG","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4316","13-CPIA-Total","CPIA","NRS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.86842105263158,"property rights and rulebased governance-CPIA-Total"
"4317","13-CPIA-Total","CPIA","GMB","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4318","13-CPIA-Total","CPIA","KIR","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4319","13-CPIA-Total","CPIA","GRD","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
