"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"341","efficiency of the banking supervisory authority-IPD-c7030","68-IPD-c7030","C7030","C7030","Efficiency of the banking supervisory authority","IPD","C7030","C7030","Index",4.251,"Public Sector Management","Financial System","Other","Efficiency of the banking supervisory authority","",NA,"","","","","",NA,"","","","","IPD259","31001","","",""
"342","efficiency of the banking supervisory authority-IPD-c7030","390-IPD-c7030","c7030","c7030","Efficiency of the banking supervisory authority","IPD","C7030","C7030","Index",4.251,"Public Sector Management","Financial System","Other","Efficiency of the banking supervisory authority","",NA,"","","","","",NA,"","","","","IPD259","31001","","",""
"343","efficiency of the financial market supervisory authority-IPD-c7032","66-IPD-c7032","C7032","C7032","Efficiency of the financial market supervisory authority","IPD","C7032","C7032","Index",4.766,"Public Sector Management","Financial System","Other","Efficiency of the financial market supervisory authority","",NA,"","","","","",NA,"","","","","IPD260","31003","","",""
"344","efficiency of the financial market supervisory authority-IPD-c7032","388-IPD-c7032","c7032","c7032","Efficiency of the financial market supervisory authority","IPD","C7032","C7032","Index",4.766,"Public Sector Management","Financial System","Other","Efficiency of the financial market supervisory authority","",NA,"","","","","",NA,"","","","","IPD260","31003","","",""
"345","efficiency of the insurance market supervisory authority-IPD-c7031","67-IPD-c7031","C7031","C7031","Efficiency of the insurance market supervisory authority","IPD","C7031","C7031","Index",4.184,"Public Sector Management","Financial System","Other","Efficiency of the insurance market supervisory authority","",NA,"","","","","",NA,"","","","","IPD261","31004","","",""
"346","efficiency of the insurance market supervisory authority-IPD-c7031","389-IPD-c7031","c7031","c7031","Efficiency of the insurance market supervisory authority","IPD","C7031","C7031","Index",4.184,"Public Sector Management","Financial System","Other","Efficiency of the insurance market supervisory authority","",NA,"","","","","",NA,"","","","","IPD261","31004","","",""
"347","efficiency of the system of industrial tribunals-IPD-d6011","358-IPD-d6011","d6011","d6011","Efficiency of the system of industrial tribunals","IPD","D6011","D6011","Index",4.12,"Fairness and equity","Social protection and labor","Other","Efficiency of the system of industrial tribunals","",NA,"","","","","",NA,"","","","","IPD262","31005","","",""
"348","efficiency of the system of industrial tribunals-IPD-d6011","37-IPD-d6011","D6011","D6011","Efficiency of the system of industrial tribunals","IPD","D6011","D6011","Index",4.12,"Fairness and equity","Social protection and labor","Other","Efficiency of the system of industrial tribunals","",NA,"","","","","",NA,"","","","","IPD262","31005","","",""
"349","efficiency of the tax administration corporation tax-IPD-a3030","265-IPD-a3030","A3030","A3030","Efficiency of the tax administration: corporation tax","IPD","A3030","A3030","Index",4.489,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: corporation tax","",NA,"","","","","",NA,"","","","","IPD263","31006","","",""
"350","efficiency of the tax administration corporation tax-IPD-a3030","596-IPD-a3030","a3030","a3030","Efficiency of the tax administration: corporation tax","IPD","A3030","A3030","Index",4.489,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: corporation tax","",NA,"","","","","",NA,"","","","","IPD263","31006","","",""
"351","efficiency of the tax administration income tax-IPD-a3031","264-IPD-a3031","A3031","A3031","Efficiency of the tax administration: income tax","IPD","A3031","A3031","Index",4.783,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: income tax","",NA,"","","","","",NA,"","","","","IPD264","31007","","",""
"352","efficiency of the tax administration income tax-IPD-a3031","595-IPD-a3031","a3031","a3031","Efficiency of the tax administration: income tax","IPD","A3031","A3031","Index",4.783,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: income tax","",NA,"","","","","",NA,"","","","","IPD264","31007","","",""
"353","efficiency of the tax administration national territory-IPD-a3032","594-IPD-a3032","a3032","a3032","Efficiency of the tax administration: national territory","IPD","A3032","A3032","Index",4.719,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: national territory","",NA,"","","","","",NA,"","","","","IPD265","31008","","",""
"354","efficiency of the tax administration national territory-IPD-a3032","263-IPD-a3032","A3032","A3032","Efficiency of the tax administration: national territory","IPD","A3032","A3032","Index",4.719,"Public Sector Management","Tax and Customs","Other","Efficiency of the tax administration: national territory","",NA,"","","","","",NA,"","","","","IPD265","31008","","",""
"355","electoral processes-IPD-a1001","318-IPD-a1001","A1001","A1001","Electoral processes","IPD","A1001","A1001","Index",4.019,"Political Accountability","Elections","Other","Electoral processes","",NA,"","","","","",NA,"","","","","IPD266","31009","","",""
"356","electoral processes-IPD-a1001","648-IPD-a1001","a1001","a1001","Electoral processes","IPD","A1001","A1001","Index",4.019,"Political Accountability","Elections","Other","Electoral processes","",NA,"","","","","",NA,"","","","","IPD266","31009","","",""
"357","electricity-IPD-b4021","922-IPD-b4021","B4021","B4021","Electricity","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"358","elite capacity to mobilize society-IPD-a9011","508-IPD-a9011","a9011","a9011","Elite: capacity to mobilize society","IPD","A9011","A9011","Index",4.194,"Checks and Balances","Power and influence of important actors","Other","Elite: capacity to mobilize society","",NA,"","","","","",NA,"","","","","IPD268","31010","","",""
"359","elite capacity to mobilize society-IPD-a9011","185-IPD-a9011","A9011","A9011","Elite: capacity to mobilize society","IPD","A9011","A9011","Index",4.194,"Checks and Balances","Power and influence of important actors","Other","Elite: capacity to mobilize society","",NA,"","","","","",NA,"","","","","IPD268","31010","","",""
"360","emigrants and diasporas of nationals abroad role in the economic life of the country of origin your country of residence-IPD-a801","1330-IPD-a801","A801","A801","Emigrants and diasporas of nationals abroad: role in the economic life of the country of origin (your country of residence)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"361","employer organisations-IPD-a3093","1067-IPD-a3093","A3093","A3093","Employer organisations","IPD","A3093","A3093","Index",4.361,"Checks and Balances","Power and influence of important actors","Other","Employer organisations","",NA,"","","","","",NA,"","","","","IPD270.1","31012","","",""
"362","employer organisations-IPD-a3103","1075-IPD-a3103","A3103","A3103","Employer organisations","IPD","A3103","A3103","Index",4.361,"Checks and Balances","Power and influence of important actors","Other","Employer organisations","",NA,"","","","","",NA,"","","","","IPD270.2","31013","","",""
"363","employers organizations and the general interest-IPD-d7022","26-IPD-d7022","D7022","D7022","Employers organizations and the general interest","IPD","D7022","D7022","Index",4.026,"Fairness and equity","Social protection and labor","Other","Employers organizations and the general interest","",NA,"","","","","",NA,"","","","","IPD271","31014","","",""
"364","employers organizations and the general interest-IPD-d7022","347-IPD-d7022","d7022","d7022","Employers organizations and the general interest","IPD","D7022","D7022","Index",4.026,"Fairness and equity","Social protection and labor","Other","Employers organizations and the general interest","",NA,"","","","","",NA,"","","","","IPD271","31014","","",""
"365","employment contract protection individual dismissal-IPD-d6021","356-IPD-d6021","d6021","d6021","Employment contract protection: individual dismissal","IPD","D6021","D6021","Index",4.056,"Fairness and equity","Social protection and labor","Other","Employment contract protection: individual dismissal","",NA,"","","","","",NA,"","","","","IPD273","31016","","",""
"366","employment contract protection individual dismissal-IPD-d6021","35-IPD-d6021","D6021","D6021","Employment contract protection: individual dismissal","IPD","D6021","D6021","Index",4.056,"Fairness and equity","Social protection and labor","Other","Employment contract protection: individual dismissal","",NA,"","","","","",NA,"","","","","IPD273","31016","","",""
"367","employment contract protection redundancies-IPD-d6022","355-IPD-d6022","d6022","d6022","Employment contract protection: redundancies","IPD","D6022","D6022","Index",4.188,"Fairness and equity","Social protection and labor","Other","Employment contract protection: redundancies","",NA,"","","","","",NA,"","","","","IPD274","31017","","",""
"368","employment contract protection redundancies-IPD-d6022","34-IPD-d6022","D6022","D6022","Employment contract protection: redundancies","IPD","D6022","D6022","Index",4.188,"Fairness and equity","Social protection and labor","Other","Employment contract protection: redundancies","",NA,"","","","","",NA,"","","","","IPD274","31017","","",""
"369","employment contract protection-IPD-d602","717-IPD-d602","D602","D602","Employment contract protection","IPD","D602","D602","Index",4.176,"Fairness and equity","Social protection and labor","Other","Employment contract protection","",NA,"","","","","",NA,"","","","","IPD272","31015","","",""
"370","enforcement of judicial decisions-IPD-a3051","590-IPD-a3051","a3051","a3051","Enforcement of judicial decisions","IPD","A3051","A3051","Index",4.731,"Public Sector Management","Enforcement","Other","Enforcement of judicial decisions","",NA,"","","","","",NA,"","","","","IPD275","31018","","",""
"371","enforcement of judicial decisions-IPD-a3051","259-IPD-a3051","A3051","A3051","Enforcement of judicial decisions","IPD","A3051","A3051","Index",4.731,"Public Sector Management","Enforcement","Other","Enforcement of judicial decisions","",NA,"","","","","",NA,"","","","","IPD275","31018","","",""
"372","equal treatment access to public employment-IPD-a9043","496-IPD-a9043","a9043","a9043","Equal treatment: access to public employment","IPD","A9043","A9043","Index",4.148,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public employment","",NA,"","","","","",NA,"","","","","IPD279","31022","","",""
"373","equal treatment access to public employment-IPD-a9043","173-IPD-a9043","A9043","A9043","Equal treatment: access to public employment","IPD","A9043","A9043","Index",4.148,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public employment","",NA,"","","","","",NA,"","","","","IPD279","31022","","",""
"374","equal treatment access to public healthcare-IPD-a9041","498-IPD-a9041","a9041","a9041","Equal treatment: access to public healthcare","IPD","A9041","A9041","Index",4.015,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public healthcare","",NA,"","","","","",NA,"","","","","IPD280","31023","","",""
"375","equal treatment access to public healthcare-IPD-a9041","175-IPD-a9041","A9041","A9041","Equal treatment: access to public healthcare","IPD","A9041","A9041","Index",4.015,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public healthcare","",NA,"","","","","",NA,"","","","","IPD280","31023","","",""
"376","equal treatment access to public schools-IPD-a9040","499-IPD-a9040","a9040","a9040","Equal treatment: access to public schools","IPD","A9040","A9040","Index",4.084,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public schools","",NA,"","","","","",NA,"","","","","IPD281","31024","","",""
"377","equal treatment access to public schools-IPD-a9040","176-IPD-a9040","A9040","A9040","Equal treatment: access to public schools","IPD","A9040","A9040","Index",4.084,"Fairness and equity","Equal treatment","Other","Equal treatment: access to public schools","",NA,"","","","","",NA,"","","","","IPD281","31024","","",""
"378","equal treatment administrative procedures-IPD-a9042","497-IPD-a9042","a9042","a9042","Equal treatment: administrative procedures","IPD","A9042","A9042","Index",4.194,"Fairness and equity","Equal treatment","Other","Equal treatment: administrative procedures","",NA,"","","","","",NA,"","","","","IPD282","31025","","",""
"379","equal treatment administrative procedures-IPD-a9042","174-IPD-a9042","A9042","A9042","Equal treatment: administrative procedures","IPD","A9042","A9042","Index",4.194,"Fairness and equity","Equal treatment","Other","Equal treatment: administrative procedures","",NA,"","","","","",NA,"","","","","IPD282","31025","","",""
"380","equal treatment before the law citizens-IPD-a3053","588-IPD-a3053","a3053","a3053","Equal treatment before the law: citizens","IPD","A3053","A3053","Index",4.19,"Fairness and equity","Equal treatment","Other","Equal treatment before the law: citizens","",NA,"","","","","",NA,"","","","","IPD277","31020","","",""
"381","equal treatment before the law citizens-IPD-a3053","257-IPD-a3053","A3053","A3053","Equal treatment before the law: citizens","IPD","A3053","A3053","Index",4.19,"Fairness and equity","Equal treatment","Other","Equal treatment before the law: citizens","",NA,"","","","","",NA,"","","","","IPD277","31020","","",""
"382","equal treatment before the law foreigners-IPD-a3054","256-IPD-a3054","A3054","A3054","Equal treatment before the law: foreigners","IPD","A3054","A3054","Index",4.171,"Fairness and equity","Equal treatment","Other","Equal treatment before the law: foreigners","",NA,"","","","","",NA,"","","","","IPD278","31021","","",""
"383","equal treatment before the law foreigners-IPD-a3054","587-IPD-a3054","a3054","a3054","Equal treatment before the law: foreigners","IPD","A3054","A3054","Index",4.171,"Fairness and equity","Equal treatment","Other","Equal treatment before the law: foreigners","",NA,"","","","","",NA,"","","","","IPD278","31021","","",""
"384","equal treatment-IPD-a1032","638-IPD-a1032","a1032","a1032","Equal treatment","IPD","A1032","A1032","Index",4.097,"Fairness and equity","Equal treatment","Other","Equal treatment","",NA,"","","","","",NA,"","","","","IPD276","31019","","",""
"385","equal treatment-IPD-a1032","308-IPD-a1032","A1032","A1032","Equal treatment","IPD","A1032","A1032","Index",4.097,"Fairness and equity","Equal treatment","Other","Equal treatment","",NA,"","","","","",NA,"","","","","IPD276","31019","","",""
"386","equality of treatment between nationals and foreigners as regards commercial disputes-IPD-a6052","1317-IPD-a6052","A6052","A6052","Equality of treatment between nationals and foreigners as regards commercial disputes","IPD","A6052","A6052","Index",4.149,"Fairness and equity","Equal treatment","Other","Equality of treatment between nationals and foreigners as regards commercial disputes","",NA,"","","","","",NA,"","","","","IPD283","31026","","",""
"387","equality of treatment between nationals and foreigners in commercial disputes-IPD-a6022","1124-IPD-a6022","A6022","A6022","Equality of treatment between nationals and foreigners in commercial disputes","IPD","A6022","A6022","Index",4.115,"Fairness and equity","Equal treatment","Other","Equality of treatment between nationals and foreigners in commercial disputes","",NA,"","","","","",NA,"","","","","IPD284","31027","","",""
"388","equality of treatment segregation based on traditions and beliefs-IPD-a900","1343-IPD-a900","A900","A900","equality of treatment: segregation based on traditions and beliefs","IPD","A900","A900","Index",4.2,"Fairness and equity","Equal treatment","Other","equality of treatment: segregation based on traditions and beliefs","",NA,"","","","","",NA,"","","","","IPD986","31819","","",""
"389","equity in access to basic public goods education healthcare water and electricity-IPD-a905","1362-IPD-a905","A905","A905","Equity in access to basic public goods: education, healthcare, water and electricity","IPD","A905","A905","Index",4.218,"Fairness and equity","Equal treatment","Other","Equity in access to basic public goods: education healthcare water and electricity","",NA,"","","","","",NA,"","","","","IPD285","31028","","",""
"390","ethnic or castebased segregation-IPD-a9031","1148-IPD-a9031","A9031","A9031","Ethnic or castebased segregation","IPD","A9031","A9031","Index",4.167,"Fairness and equity","Equal treatment","Other","Ethnic or castebased segregation","",NA,"","","","","",NA,"","","","","IPD286","31029","","",""
"391","ethnic religious regional or other types of conflicts-IPD-a2001","1027-IPD-a2001","A2001","A2001","Ethnic, religious, regional or other types of conflicts","IPD","A2001","A2001","Index",4.057,"Security","Violent conflict","Other","Ethnic religious regional or other types of conflicts","",NA,"","","","","",NA,"","","","","IPD287","31030","","",""
"392","evaluation of public policies-IPD-a5071","220-IPD-a5071","A5071","A5071","Evaluation of public policies","IPD","A5071","A5071","Index",4.332,"Public Sector Management","Administrative and Policymaking capacity","Other","Evaluation of public policies","",NA,"","","","","",NA,"","","","","IPD288","31031","","",""
"393","evaluation of public policies-IPD-a5071","543-IPD-a5071","a5071","a5071","Evaluation of public policies","IPD","A5071","A5071","Index",4.332,"Public Sector Management","Administrative and Policymaking capacity","Other","Evaluation of public policies","",NA,"","","","","",NA,"","","","","IPD288","31031","","",""
"394","evictionexpulsion operations excluding conflicts etc-IPD-b6080","107-IPD-b6080","B6080","B6080","Evictionexpulsion operations (excluding conflicts, etc.)","IPD","B6080","B6080","Index",4.206,"Fairness and equity","Land issues","Other","Evictionexpulsion operations (excluding conflicts etc.)","",NA,"","","","","",NA,"","","","","IPD289","31032","","",""
"395","evictionexpulsion operations excluding conflicts etc-IPD-b6080","430-IPD-b6080","b6080","b6080","Evictionexpulsion operations (excluding conflicts, etc.)","IPD","B6080","B6080","Index",4.206,"Fairness and equity","Land issues","Other","Evictionexpulsion operations (excluding conflicts etc.)","",NA,"","","","","",NA,"","","","","IPD289","31032","","",""
"396","evolution in the effectiveness of public action as a whole in the past 3 years-IPD-a352","1202-IPD-a352","A352","A352","Evolution in the effectiveness of public action as a whole in the past 3 years","IPD","A352","A352","Index",4.975,"Public Sector Management","Administrative and Policymaking capacity","Other","Evolution in the effectiveness of public action as a whole in the past 3 years","",NA,"","","","","",NA,"","","","","IPD290","31035","","",""
"397","evolution of freedoms and civil society autonomy in the past 3 years-IPD-a151","1170-IPD-a151","A151","A151","Evolution of freedoms and civil society autonomy in the past 3 years","IPD","A151","A151","Index",4.099,"Citizen Engagement","Civil Rights","Other","Evolution of freedoms and civil society autonomy in the past 3 years","",NA,"","","","","",NA,"","","","","IPD291","31036","","",""
"398","evolution of petty and largescale corruption in the past 3 years-IPD-a351","1196-IPD-a351","A351","A351","Evolution of petty and largescale corruption in the past 3 years","IPD","A351","A351","Index",4.025,"Absence of Corruption","Incidence","Other","Evolution of petty and largescale corruption in the past 3 years","",NA,"","","","","",NA,"","","","","IPD292","31037","","",""
"399","evolution of political rights in the past 3 years-IPD-a150","1162-IPD-a150","A150","A150","Evolution of political rights in the past 3 years","IPD","A150","A150","Index",4.286,"Citizen Engagement","Civil Rights","Other","Evolution of political rights in the past 3 years","",NA,"","","","","",NA,"","","","","IPD293","31038","","",""
"400","evolution of the efficiency of the tax system in the past 3 years-IPD-a354","1215-IPD-a354","A354","A354","Evolution of the efficiency of the tax system in the past 3 years","IPD","A354","A354","Index",4.837,"Public Sector Management","Tax and Customs","Other","Evolution of the efficiency of the tax system in the past 3 years","",NA,"","","","","",NA,"","","","","IPD294","31039","","",""
"401","evolution of the independence and efficiency of the justice system in the past 3 years-IPD-a355","1228-IPD-a355","A355","A355","Evolution of the independence and efficiency of the justice system in the past 3 years","IPD","A355","A355","Index",5.052,"Checks and Balances","Judiciary System","Other","Evolution of the independence and efficiency of the justice system in the past 3 years","",NA,"","","","","",NA,"","","","","IPD295","31040","","",""
"402","evolution of the security in the past 3 years-IPD-a250","1187-IPD-a250","A250","A250","Evolution of the security in the past 3 years","IPD","A250","A250","Index",4.061,"Security","Crime","Other","Evolution of the security in the past 3 years","",NA,"","","","","",NA,"","","","","IPD296","31041","","",""
"403","evolution of the security of transactions in the past 3 years-IPD-a650","1327-IPD-a650","A650","A650","Evolution of the security of transactions in the past 3 years","IPD","A650","A650","Index",4.151,"Private Sector Interface","Property rights and contracts","Other","Evolution of the security of transactions in the past 3 years","",NA,"","","","","",NA,"","","","","IPD297","31042","","",""
"404","evolution of transparency of public action in the past 3 years-IPD-a350","1191-IPD-a350","A350","A350","Evolution of transparency of public action in the past 3 years","IPD","A350","A350","Index",4.373,"Citizen Engagement","Open Government and Transparency","Other","Evolution of transparency of public action in the past 3 years","",NA,"","","","","",NA,"","","","","IPD298","31043","","",""
"405","exchange rate liberalisation-IPD-c4530","806-IPD-c4530","C4530","C4530","Exchange rate liberalisation","IPD","C4530","C4530","Index",4.896,"Public Sector Management","Financial System","Other","Exchange rate liberalisation","",NA,"","","","","",NA,"","","","","IPD299","31044","","",""
"406","exclusion of foreign capital-IPD-b4521","942-IPD-b4521","B4521","B4521","Exclusion of foreign capital","IPD","B4521","B4521","Index",4.607,"Public Sector Management","Financial System","Other","Exclusion of foreign capital","",NA,"","","","","",NA,"","","","","IPD300.1","31047","","",""
"407","exclusion of foreign capital-IPD-c4521","804-IPD-c4521","C4521","C4521","Exclusion of foreign capital","IPD","C4521","C4521","Index",4.607,"Public Sector Management","Financial System","Other","Exclusion of foreign capital","",NA,"","","","","",NA,"","","","","IPD300.2","31048","","",""
"408","exclusion of particular sectors strategic-IPD-b4520","941-IPD-b4520","B4520","B4520","Exclusion of particular sectors (""strategic"")","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"409","existence and importance of a traditional system of property rights-IPD-a6000","1296-IPD-a6000","A6000","A6000","Existence and importance of a traditional system of property rights","IPD","A6000","A6000","Index",4.069,"Private Sector Interface","Property rights and contracts","Other","Existence and importance of a traditional system of property rights","",NA,"","","","","",NA,"","","","","IPD302","31050","","",""
"410","existence and observance of labour legislation and measures-IPD-d601","714-IPD-d601","D601","D601","Existence and observance of labour legislation and measures","IPD","D601","D601","Index",4.072,"Fairness and equity","Social protection and labor","Other","Existence and observance of labour legislation and measures","",NA,"","","","","",NA,"","","","","IPD303","31051","","",""
"411","existence of arrangements to combat abuse of dominant position-IPD-c7011","772-IPD-c7011","C7011","C7011","Existence of arrangements to combat abuse of dominant position","IPD","C7011","C7011","Index",4.804,"Public Sector Management","Financial System","Other","Existence of arrangements to combat abuse of dominant position","",NA,"","","","","",NA,"","","","","IPD304","31052","","",""
"412","existence of arrangements to combat abuses of dominant positions-IPD-b7021","970-IPD-b7021","B7021","B7021","Existence of arrangements to combat abuses of dominant positions","IPD","B7021","B7021","Index",4.862,"Checks and Balances","Power and influence of important actors","Other","Existence of arrangements to combat abuses of dominant positions","",NA,"","","","","",NA,"","","","","IPD305","31053","","",""
"413","existence of arrangements to combat restrictive collective agreements cartels-IPD-c7010","771-IPD-c7010","C7010","C7010","Existence of arrangements to combat restrictive collective agreements (cartels)","IPD","C7010","C7010","Index",4.092,"Public Sector Management","Financial System","Other","Existence of arrangements to combat restrictive collective agreements (cartels)","",NA,"","","","","",NA,"","","","","IPD307","31056","","",""
"414","existence of arrangements to combat restrictive collective agreements-IPD-b7020","969-IPD-b7020","B7020","B7020","Existence of arrangements to combat restrictive collective agreements","IPD","B7020","B7020","Index",4.931,"Public Sector Management","Financial System","Other","Existence of arrangements to combat restrictive collective agreements","",NA,"","","","","",NA,"","","","","IPD306.1","31054","","",""
"415","existence of arrangements to combat restrictive collective agreements-IPD-c7010","832-IPD-c7010","C7010","C7010","Existence of arrangements to combat restrictive collective agreements","IPD","C7010","C7010","Index",4.931,"Public Sector Management","Financial System","Other","Existence of arrangements to combat restrictive collective agreements","",NA,"","","","","",NA,"","","","","IPD306.2","31055","","",""
"416","existence of establishment rights for foreign banks-IPD-c8001","383-IPD-c8001","c8001","c8001","Existence of establishment rights for foreign banks","IPD","C8001","C8001","Index",4.575,"Public Sector Management","Financial System","Other","Existence of establishment rights for foreign banks","",NA,"","","","","",NA,"","","","","IPD308","31057","","",""
"417","existence of establishment rights for foreign banks-IPD-c8001","61-IPD-c8001","C8001","C8001","Existence of establishment rights for foreign banks","IPD","C8001","C8001","Index",4.575,"Public Sector Management","Financial System","Other","Existence of establishment rights for foreign banks","",NA,"","","","","",NA,"","","","","IPD308","31057","","",""
"418","existence of institutions or arrangements to encourage technology transfers and skills transfers from foreign players to domestic players-IPD-b5012","871-IPD-b5012","B5012","B5012","Existence of institutions or arrangements to encourage technology transfers and skills transfers from foreign players to domestic players","IPD","B5012","B5012","Index",4.046,"Trust","Social cohesion (trust in others)","Other","Existence of institutions or arrangements to encourage technology transfers and skills transfers from foreign players to domestic players","",NA,"","","","","",NA,"","","","","IPD309","31058","","",""
"419","existence of institutions or arrangements to support research and technological acquisions for large firms-IPD-b5011","870-IPD-b5011","B5011","B5011","Existence of institutions or arrangements to support research and technological acquisions for large firms","IPD","B5011","B5011","Index",4.041,"Trust","Social cohesion (trust in others)","Other","Existence of institutions or arrangements to support research and technological acquisions for large firms","",NA,"","","","","",NA,"","","","","IPD310","31060","","",""
"420","existence of institutions or arrangements to support research and technological acquisitions for smes-IPD-b5010","869-IPD-b5010","B5010","B5010","Existence of institutions or arrangements to support research and technological acquisitions for SMEs","IPD","B5010","B5010","Index",4.003,"Trust","Social cohesion (trust in others)","Other","Existence of institutions or arrangements to support research and technological acquisitions for SMEs","",NA,"","","","","",NA,"","","","","IPD311","31061","","",""
"421","existence of simplified legal procedures in favour of restructuring rather than liquidation-IPD-a6031","1127-IPD-a6031","A6031","A6031","Existence of simplified legal procedures in favour of restructuring rather than liquidation?","IPD","A6031","A6031","Index",4.255,"Private Sector Interface","Property rights and contracts","Other","Existence of simplified legal procedures in favour of restructuring rather than liquidation?","",NA,"","","","","",NA,"","","","","IPD312","31062","","",""
"422","existence of simplified legal procedures to restructure rather than put into liquidation-IPD-a6062","1322-IPD-a6062","A6062","A6062","Existence of simplified legal procedures to restructure rather than put into liquidation?","IPD","A6062","A6062","Index",4.018,"Private Sector Interface","Regulation of entry and exit","Other","Existence of simplified legal procedures to restructure rather than put into liquidation?","",NA,"","","","","",NA,"","","","","IPD313","31063","","",""
"423","exploitation of natural resources achievement of objectives serving the general interest-IPD-b3042","150-IPD-b3042","B3042","B3042","Exploitation of natural resources: achievement of objectives serving the general interest","IPD","B3042","B3042","Index",4.958,"Public Sector Management","Administrative and Policymaking capacity","Other","Exploitation of natural resources: achievement of objectives serving the general interest","",NA,"","","","","",NA,"","","","","IPD315","31065","","",""
"424","exploitation of natural resources achievement of objectives serving the general-IPD-b3042","473-IPD-b3042","b3042","b3042","Exploitation of natural resources: achievement of objectives serving the general","IPD","B3042","B3042","Index",4.6,"Public Sector Management","Administrative and Policymaking capacity","Other","Exploitation of natural resources: achievement of objectives serving the general","",NA,"","","","","",NA,"","","","","IPD314","31064","","",""
"425","extent of concentration of private media-IPD-a1041","1011-IPD-a1041","A1041","A1041","Extent of concentration of private media","IPD","A1041","A1041","Index",4.319,"Citizen Engagement","Freedom of expression","Other","Extent of concentration of private media","",NA,"","","","","",NA,"","","","","IPD316","31066","","",""
"426","extent of enforcement and speed of court rulings in commercial matters-IPD-a6023","1125-IPD-a6023","A6023","A6023","Extent of enforcement and speed of court rulings in commercial matters","IPD","A6023","A6023","Index",4.104,"Public Sector Management","Enforcement","Other","Extent of enforcement and speed of court rulings in commercial matters","",NA,"","","","","",NA,"","","","","IPD317","31067","","",""
"427","extent of enforcement and speed of rulings-IPD-a3053","1058-IPD-a3053","A3053","A3053","Extent of enforcement and speed of rulings","IPD","A3053","A3053","Index",5.138,"Public Sector Management","Enforcement","Other","Extent of enforcement and speed of rulings","",NA,"","","","","",NA,"","","","","IPD318","31068","","",""
"428","extent of eviction operations over the last three years excluding conflicts civil wars etc-IPD-b6083","890-IPD-b6083","B6083","B6083","Extent of eviction operations over the last three years (excluding conflicts, civil wars, etc.)?","IPD","B6083","B6083","Index",4.035,"Fairness and equity","Land issues","Other","Extent of eviction operations over the last three years (excluding conflicts civil wars etc.)?","",NA,"","","","","",NA,"","","","","IPD319","31069","","",""
"429","extent of joint ventures in the national economy-IPD-b8020","915-IPD-b8020","B8020","B8020","Extent of joint ventures in the national economy","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"430","extent of large investment national or international in urban land property-IPD-b6110","898-IPD-b6110","B6110","B6110","Extent of large investment (national or international) in urban land property","IPD","B6110","B6110","Index",4.114,"Fairness and equity","Land issues","Other","Extent of large investment (national or international) in urban land property","",NA,"","","","","",NA,"","","","","IPD321","31071","","",""
"431","extent of large national or international investment food industrial tourism mining or forestry sectors in rural land property-IPD-b6111","899-IPD-b6111","B6111","B6111","Extent of large, national or international investment (food, industrial, tourism, mining or forestry sectors) in rural land property","IPD","B6111","B6111","Index",4.085,"Fairness and equity","Land issues","Other","Extent of large national or international investment (food industrial tourism mining or forestry sectors) in rural land property","",NA,"","","","","",NA,"","","","","IPD322","31072","","",""
"432","extent of municipal authorities autonomy in fiscal matters-IPD-a1080","1023-IPD-a1080","A1080","A1080","Extent of municipal authorities autonomy in fiscal matters","IPD","A1080","A1080","Index",4.655,"Public Sector Management","Decentralization","Other","Extent of municipal authorities autonomy in fiscal matters","",NA,"","","","","",NA,"","","","","IPD323","31073","","",""
"433","extent of municipal authorities decisionmaking autonomy in the supply of basic services water sanitation education healthcare etc-IPD-a1082","1025-IPD-a1082","A1082","A1082","Extent of municipal authorities decisionmaking autonomy in the supply of basic services (water, sanitation, education, healthcare, etc.)","IPD","A1082","A1082","Index",4.249,"Public Sector Management","Decentralization","Other","Extent of municipal authorities decisionmaking autonomy in the supply of basic services (water sanitation education healthcare etc.)","",NA,"","","","","",NA,"","","","","IPD324","31074","","",""
