"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"140","great and general council unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"Great and General Council Unicameral","Great and General Council Unicameral","Number.of.women.parliamentarians",16,"140-IPU-Number.of.women.parliamentarians"
"141","great and general council unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"Great and General Council Unicameral","Great and General Council Unicameral","Percentage.of.women",26.67,"217-IPU-Percentage.of.women"
"142","hellenic parliament unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"Hellenic Parliament Unicameral","Hellenic Parliament Unicameral","Number.of.seats",300,"36-IPU-Number.of.seats"
"143","hellenic parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"Hellenic Parliament Unicameral","Hellenic Parliament Unicameral","Number.of.women.parliamentarians",55,"113-IPU-Number.of.women.parliamentarians"
"144","hellenic parliament unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Hellenic Parliament Unicameral","Hellenic Parliament Unicameral","Percentage.of.women",18.33,"190-IPU-Percentage.of.women"
"145","house of assembly bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.seats",39,"13-IPU-Number.of.seats"
"146","house of assembly bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.seats",30,"13-IPU-Number.of.seats"
"147","house of assembly bicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.seats",18,"13-IPU-Number.of.seats"
"148","house of assembly bicameral-IPU-Number.of.seats","IPU","SWZ","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.seats",65,"13-IPU-Number.of.seats"
"149","house of assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.women.parliamentarians",5,"90-IPU-Number.of.women.parliamentarians"
"150","house of assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.women.parliamentarians",5,"90-IPU-Number.of.women.parliamentarians"
"151","house of assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.women.parliamentarians",3,"90-IPU-Number.of.women.parliamentarians"
"152","house of assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SWZ","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Number.of.women.parliamentarians",4,"90-IPU-Number.of.women.parliamentarians"
"153","house of assembly bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Percentage.of.women",12.82,"167-IPU-Percentage.of.women"
"154","house of assembly bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Percentage.of.women",16.67,"167-IPU-Percentage.of.women"
"155","house of assembly bicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Percentage.of.women",16.67,"167-IPU-Percentage.of.women"
"156","house of assembly bicameral-IPU-Percentage.of.women","IPU","SWZ","All",2018,"House of Assembly Bicameral","House of Assembly Bicameral","Percentage.of.women",6.15,"167-IPU-Percentage.of.women"
"157","house of assembly unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.seats",46,"31-IPU-Number.of.seats"
"158","house of assembly unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.seats",23,"31-IPU-Number.of.seats"
"159","house of assembly unicameral-IPU-Number.of.seats","IPU","DNK","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.seats",32,"31-IPU-Number.of.seats"
"160","house of assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.women.parliamentarians",3,"108-IPU-Number.of.women.parliamentarians"
"161","house of assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.women.parliamentarians",3,"108-IPU-Number.of.women.parliamentarians"
"162","house of assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","DNK","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Number.of.women.parliamentarians",8,"108-IPU-Number.of.women.parliamentarians"
"163","house of assembly unicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Percentage.of.women",6.52,"185-IPU-Percentage.of.women"
"164","house of assembly unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Percentage.of.women",13.04,"185-IPU-Percentage.of.women"
"165","house of assembly unicameral-IPU-Percentage.of.women","IPU","DNK","All",2018,"House of Assembly Unicameral","House of Assembly Unicameral","Percentage.of.women",25,"185-IPU-Percentage.of.women"
"166","house of commons bicameral-IPU-Number.of.seats","IPU","TZA","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Number.of.seats",650,"22-IPU-Number.of.seats"
"167","house of commons bicameral-IPU-Number.of.seats","IPU","CAN","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Number.of.seats",337,"22-IPU-Number.of.seats"
"168","house of commons bicameral-IPU-Number.of.women.parliamentarians","IPU","TZA","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Number.of.women.parliamentarians",208,"99-IPU-Number.of.women.parliamentarians"
"169","house of commons bicameral-IPU-Number.of.women.parliamentarians","IPU","CAN","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Number.of.women.parliamentarians",91,"99-IPU-Number.of.women.parliamentarians"
"170","house of commons bicameral-IPU-Percentage.of.women","IPU","TZA","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Percentage.of.women",32,"176-IPU-Percentage.of.women"
"171","house of commons bicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"House of Commons Bicameral","House of Commons Bicameral","Percentage.of.women",27,"176-IPU-Percentage.of.women"
"172","house of councillors bicameral-IPU-Number.of.seats","IPU","MYT","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Number.of.seats",120,"44-IPU-Number.of.seats"
"173","house of councillors bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Number.of.seats",242,"44-IPU-Number.of.seats"
"174","house of councillors bicameral-IPU-Number.of.women.parliamentarians","IPU","MYT","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Number.of.women.parliamentarians",14,"121-IPU-Number.of.women.parliamentarians"
"175","house of councillors bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Number.of.women.parliamentarians",50,"121-IPU-Number.of.women.parliamentarians"
"176","house of councillors bicameral-IPU-Percentage.of.women","IPU","MYT","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Percentage.of.women",11.67,"198-IPU-Percentage.of.women"
"177","house of councillors bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Councillors Bicameral","House of Councillors Bicameral","Percentage.of.women",20.66,"198-IPU-Percentage.of.women"
"178","house of delegates bicameral-IPU-Number.of.seats","IPU","PAK","All",2018,"House of Delegates Bicameral","House of Delegates Bicameral","Number.of.seats",16,"57-IPU-Number.of.seats"
"179","house of delegates bicameral-IPU-Number.of.women.parliamentarians","IPU","PAK","All",2018,"House of Delegates Bicameral","House of Delegates Bicameral","Number.of.women.parliamentarians",2,"134-IPU-Number.of.women.parliamentarians"
"180","house of delegates bicameral-IPU-Percentage.of.women","IPU","PAK","All",2018,"House of Delegates Bicameral","House of Delegates Bicameral","Percentage.of.women",12.5,"211-IPU-Percentage.of.women"
"181","house of elders bicameral-IPU-Number.of.seats","IPU","AFG","All",2018,"House of Elders Bicameral","House of Elders Bicameral","Number.of.seats",68,"2-IPU-Number.of.seats"
"182","house of elders bicameral-IPU-Number.of.women.parliamentarians","IPU","AFG","All",2018,"House of Elders Bicameral","House of Elders Bicameral","Number.of.women.parliamentarians",18,"79-IPU-Number.of.women.parliamentarians"
"183","house of elders bicameral-IPU-Percentage.of.women","IPU","AFG","All",2018,"House of Elders Bicameral","House of Elders Bicameral","Percentage.of.women",26.47,"156-IPU-Percentage.of.women"
"184","house of lords bicameral-IPU-Number.of.seats","IPU","TZA","All",2018,"House of Lords Bicameral","House of Lords Bicameral","Number.of.seats",805,"76-IPU-Number.of.seats"
"185","house of lords bicameral-IPU-Number.of.women.parliamentarians","IPU","TZA","All",2018,"House of Lords Bicameral","House of Lords Bicameral","Number.of.women.parliamentarians",207,"153-IPU-Number.of.women.parliamentarians"
"186","house of lords bicameral-IPU-Percentage.of.women","IPU","TZA","All",2018,"House of Lords Bicameral","House of Lords Bicameral","Percentage.of.women",25.71,"230-IPU-Percentage.of.women"
"187","house of nationalities bicameral-IPU-Number.of.seats","IPU","MYT","All",2018,"House of Nationalities Bicameral","House of Nationalities Bicameral","Number.of.seats",224,"54-IPU-Number.of.seats"
"188","house of nationalities bicameral-IPU-Number.of.women.parliamentarians","IPU","MYT","All",2018,"House of Nationalities Bicameral","House of Nationalities Bicameral","Number.of.women.parliamentarians",23,"131-IPU-Number.of.women.parliamentarians"
"189","house of nationalities bicameral-IPU-Percentage.of.women","IPU","MYT","All",2018,"House of Nationalities Bicameral","House of Nationalities Bicameral","Percentage.of.women",10.27,"208-IPU-Percentage.of.women"
"190","house of peoples bicameral-IPU-Number.of.seats","IPU","BRB","All",2018,"House of Peoples Bicameral","House of Peoples Bicameral","Number.of.seats",15,"19-IPU-Number.of.seats"
"191","house of peoples bicameral-IPU-Number.of.women.parliamentarians","IPU","BRB","All",2018,"House of Peoples Bicameral","House of Peoples Bicameral","Number.of.women.parliamentarians",2,"96-IPU-Number.of.women.parliamentarians"
"192","house of peoples bicameral-IPU-Percentage.of.women","IPU","BRB","All",2018,"House of Peoples Bicameral","House of Peoples Bicameral","Percentage.of.women",13.33,"173-IPU-Percentage.of.women"
"193","house of peoples representatives bicameral-IPU-Number.of.seats","IPU","ETH","All",2018,"House of Peoples' Representatives Bicameral","House of Peoples' Representatives Bicameral","Number.of.seats",547,"33-IPU-Number.of.seats"
"194","house of peoples representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ETH","All",2018,"House of Peoples' Representatives Bicameral","House of Peoples' Representatives Bicameral","Number.of.women.parliamentarians",212,"110-IPU-Number.of.women.parliamentarians"
"195","house of peoples representatives bicameral-IPU-Percentage.of.women","IPU","ETH","All",2018,"House of Peoples' Representatives Bicameral","House of Peoples' Representatives Bicameral","Percentage.of.women",38.76,"187-IPU-Percentage.of.women"
"196","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",107,"8-IPU-Number.of.seats"
"197","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",15,"8-IPU-Number.of.seats"
"198","house of representatives bicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",42,"8-IPU-Number.of.seats"
"199","house of representatives bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",275,"8-IPU-Number.of.seats"
"200","house of representatives bicameral-IPU-Number.of.seats","IPU","BRB","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",42,"8-IPU-Number.of.seats"
"201","house of representatives bicameral-IPU-Number.of.seats","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",150,"8-IPU-Number.of.seats"
"202","house of representatives bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",150,"8-IPU-Number.of.seats"
"203","house of representatives bicameral-IPU-Number.of.seats","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",395,"8-IPU-Number.of.seats"
"204","house of representatives bicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",166,"8-IPU-Number.of.seats"
"205","house of representatives bicameral-IPU-Number.of.seats","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",431,"8-IPU-Number.of.seats"
"206","house of representatives bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",32,"8-IPU-Number.of.seats"
"207","house of representatives bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",18,"8-IPU-Number.of.seats"
"208","house of representatives bicameral-IPU-Number.of.seats","IPU","WSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",275,"8-IPU-Number.of.seats"
"209","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",158,"8-IPU-Number.of.seats"
"210","house of representatives bicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",222,"8-IPU-Number.of.seats"
"211","house of representatives bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",110,"8-IPU-Number.of.seats"
"212","house of representatives bicameral-IPU-Number.of.seats","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",63,"8-IPU-Number.of.seats"
"213","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",130,"8-IPU-Number.of.seats"
"214","house of representatives bicameral-IPU-Number.of.seats","IPU","LBR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",71,"8-IPU-Number.of.seats"
"215","house of representatives bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",150,"8-IPU-Number.of.seats"
"216","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",465,"8-IPU-Number.of.seats"
"217","house of representatives bicameral-IPU-Number.of.seats","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",99,"8-IPU-Number.of.seats"
"218","house of representatives bicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",63,"8-IPU-Number.of.seats"
"219","house of representatives bicameral-IPU-Number.of.seats","IPU","PNG","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",292,"8-IPU-Number.of.seats"
"220","house of representatives bicameral-IPU-Number.of.seats","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",433,"8-IPU-Number.of.seats"
"221","house of representatives bicameral-IPU-Number.of.seats","IPU","NGA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.seats",360,"8-IPU-Number.of.seats"
"222","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",29,"85-IPU-Number.of.women.parliamentarians"
"223","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",7,"85-IPU-Number.of.women.parliamentarians"
"224","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",13,"85-IPU-Number.of.women.parliamentarians"
"225","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",90,"85-IPU-Number.of.women.parliamentarians"
"226","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","BRB","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",9,"85-IPU-Number.of.women.parliamentarians"
"227","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",54,"85-IPU-Number.of.women.parliamentarians"
"228","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",57,"85-IPU-Number.of.women.parliamentarians"
"229","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",81,"85-IPU-Number.of.women.parliamentarians"
"230","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",25,"85-IPU-Number.of.women.parliamentarians"
"231","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",84,"85-IPU-Number.of.women.parliamentarians"
"232","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",3,"85-IPU-Number.of.women.parliamentarians"
"233","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",2,"85-IPU-Number.of.women.parliamentarians"
"234","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","WSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",0,"85-IPU-Number.of.women.parliamentarians"
"235","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",35,"85-IPU-Number.of.women.parliamentarians"
"236","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",23,"85-IPU-Number.of.women.parliamentarians"
"237","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",38,"85-IPU-Number.of.women.parliamentarians"
"238","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",12,"85-IPU-Number.of.women.parliamentarians"
"239","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",20,"85-IPU-Number.of.women.parliamentarians"
"240","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","LBR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",7,"85-IPU-Number.of.women.parliamentarians"
"241","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",43,"85-IPU-Number.of.women.parliamentarians"
"242","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",47,"85-IPU-Number.of.women.parliamentarians"
"243","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",20,"85-IPU-Number.of.women.parliamentarians"
"244","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",11,"85-IPU-Number.of.women.parliamentarians"
"245","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","PNG","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",86,"85-IPU-Number.of.women.parliamentarians"
"246","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",44,"85-IPU-Number.of.women.parliamentarians"
"247","house of representatives bicameral-IPU-Number.of.women.parliamentarians","IPU","NGA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Number.of.women.parliamentarians",20,"85-IPU-Number.of.women.parliamentarians"
"248","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",27.1,"162-IPU-Percentage.of.women"
"249","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",46.67,"162-IPU-Percentage.of.women"
"250","house of representatives bicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",30.95,"162-IPU-Percentage.of.women"
"251","house of representatives bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",32.73,"162-IPU-Percentage.of.women"
"252","house of representatives bicameral-IPU-Percentage.of.women","IPU","BRB","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",21.43,"162-IPU-Percentage.of.women"
"253","house of representatives bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",36,"162-IPU-Percentage.of.women"
"254","house of representatives bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",38,"162-IPU-Percentage.of.women"
"255","house of representatives bicameral-IPU-Percentage.of.women","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",20.51,"162-IPU-Percentage.of.women"
"256","house of representatives bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",15.06,"162-IPU-Percentage.of.women"
"257","house of representatives bicameral-IPU-Percentage.of.women","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",19.49,"162-IPU-Percentage.of.women"
"258","house of representatives bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",9.38,"162-IPU-Percentage.of.women"
"259","house of representatives bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",11.11,"162-IPU-Percentage.of.women"
"260","house of representatives bicameral-IPU-Percentage.of.women","IPU","WSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",0,"162-IPU-Percentage.of.women"
"261","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",22.15,"162-IPU-Percentage.of.women"
"262","house of representatives bicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",10.36,"162-IPU-Percentage.of.women"
"263","house of representatives bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",34.55,"162-IPU-Percentage.of.women"
"264","house of representatives bicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",19.05,"162-IPU-Percentage.of.women"
"265","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",15.38,"162-IPU-Percentage.of.women"
"266","house of representatives bicameral-IPU-Percentage.of.women","IPU","LBR","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",9.86,"162-IPU-Percentage.of.women"
"267","house of representatives bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",28.67,"162-IPU-Percentage.of.women"
"268","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",10.11,"162-IPU-Percentage.of.women"
"269","house of representatives bicameral-IPU-Percentage.of.women","IPU","USA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",20.2,"162-IPU-Percentage.of.women"
"270","house of representatives bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",17.46,"162-IPU-Percentage.of.women"
"271","house of representatives bicameral-IPU-Percentage.of.women","IPU","PNG","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",29.45,"162-IPU-Percentage.of.women"
"272","house of representatives bicameral-IPU-Percentage.of.women","IPU","MYT","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",10.16,"162-IPU-Percentage.of.women"
"273","house of representatives bicameral-IPU-Percentage.of.women","IPU","NGA","All",2018,"House of Representatives Bicameral","House of Representatives Bicameral","Percentage.of.women",5.56,"162-IPU-Percentage.of.women"
"274","house of representatives unicameral-IPU-Number.of.seats","IPU","LBY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",188,"28-IPU-Number.of.seats"
"275","house of representatives unicameral-IPU-Number.of.seats","IPU","CXR","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",56,"28-IPU-Number.of.seats"
"276","house of representatives unicameral-IPU-Number.of.seats","IPU","FSM","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",560,"28-IPU-Number.of.seats"
"277","house of representatives unicameral-IPU-Number.of.seats","IPU","NCL","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",120,"28-IPU-Number.of.seats"
"278","house of representatives unicameral-IPU-Number.of.seats","IPU","EGY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",596,"28-IPU-Number.of.seats"
"279","house of representatives unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.seats",68,"28-IPU-Number.of.seats"
"280","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","LBY","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",30,"105-IPU-Number.of.women.parliamentarians"
"281","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","CXR","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",10,"105-IPU-Number.of.women.parliamentarians"
"282","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","FSM","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",111,"105-IPU-Number.of.women.parliamentarians"
"283","house of representatives unicameral-IPU-Number.of.women.parliamentarians","IPU","NCL","All",2018,"House of Representatives Unicameral","House of Representatives Unicameral","Number.of.women.parliamentarians",46,"105-IPU-Number.of.women.parliamentarians"
