Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
34164,,Daily newspapers circulation 2013,Daily newspapers circulation 2013,Global Innovation Index,Value,Value,per thousand population 15-69 years old,5.61,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Daily newspapers circulation 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34169,,Printing and publishing output 2013,Printing and publishing output 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.611,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Printing and publishing output 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34167,,Printing and publishing output 2013,Printing and publishing output 2013,Global Innovation Index,Percent,Percent,% of total goods exports,5.611,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Printing and publishing output 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34168,,Printing and publishing output 2013,Printing and publishing output 2013,Global Innovation Index,Rank,Rank,Rank,5.611,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Printing and publishing output 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34171,,Creative goods exports 2013,Creative goods exports 2013,Global Innovation Index,Rank,Rank,Rank,5.612,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Creative goods exports 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34170,,Creative goods exports 2013,Creative goods exports 2013,Global Innovation Index,Percent,Percent,% of manufactures total output,5.612,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Creative goods exports 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34172,,Creative goods exports 2013,Creative goods exports 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.612,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Creative goods exports 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34174,,Online creativity 2013,Online creativity 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.613,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Online creativity 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34173,,Online creativity 2013,Online creativity 2013,Global Innovation Index,Rank,Rank,Rank,5.613,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Online creativity 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34176,,Generic top-level domains (gTLDs) 2013,Generic top-level domains (gTLDs) 2013,Global Innovation Index,Rank,Rank,Rank,5.614,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Generic top-level domains (gTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34175,,Generic top-level domains (gTLDs) 2013,Generic top-level domains (gTLDs) 2013,Global Innovation Index,Value,Value,per thousand population 15-69 years old,5.614,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Generic top-level domains (gTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34177,,Generic top-level domains (gTLDs) 2013,Generic top-level domains (gTLDs) 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.614,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Generic top-level domains (gTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34178,,Country-code top-level domains (ccTLDs) 2013,Country-code top-level domains (ccTLDs) 2013,Global Innovation Index,Value,Value,per thousand population 15-69 years old,5.615,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Country-code top-level domains (ccTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34180,,Country-code top-level domains (ccTLDs) 2013,Country-code top-level domains (ccTLDs) 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.615,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Country-code top-level domains (ccTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34179,,Country-code top-level domains (ccTLDs) 2013,Country-code top-level domains (ccTLDs) 2013,Global Innovation Index,Rank,Rank,Rank,5.615,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Country-code top-level domains (ccTLDs) 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34183,,Wikipedia monthly edits 2013,Wikipedia monthly edits 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.616,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Wikipedia monthly edits 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34182,,Wikipedia monthly edits 2013,Wikipedia monthly edits 2013,Global Innovation Index,Rank,Rank,Rank,5.616,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Wikipedia monthly edits 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34181,,Wikipedia monthly edits 2013,Wikipedia monthly edits 2013,Global Innovation Index,Value,Value,per population 15-69,5.616,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Wikipedia monthly edits 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34185,,Video uploads on YouTube 2013,Video uploads on YouTube 2013,Global Innovation Index,Rank,Rank,Rank,5.617,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Video uploads on YouTube 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34186,,Video uploads on YouTube 2013,Video uploads on YouTube 2013,Global Innovation Index,Score (0-100),Score (0-100),Normalized Score (using min-max normalization into 0-100 range),5.617,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Video uploads on YouTube 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34184,,Video uploads on YouTube 2013,Video uploads on YouTube 2013,Global Innovation Index,Value,Value,scaled by population 15-69 years old,5.617,inn.ref.gii.creative,Innovation,Reform Progress,Global Innovation Pillars,Creative outputs Pillar,Video uploads on YouTube 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28105,,SP.POP.0014.TO,"Population, ages 0-14, total",Africa Development Indicators,Value,Value,Number,5.142,fcs.investment.econsocial.demog,Investment,FCS Investment Trends,Economic and Social Context,Demographics,"Population, ages 0-14, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28106,,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total),World Development Indicators,Percent,Percent,% of total,5.141,fcs.investment.econsocial.demog,Investment,FCS Investment Trends,Economic and Social Context,Demographics,Population ages 0-14 (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28112,,SL.EMP.MPYR.ZS,"Employers, total (% of total employment)",World Development Indicators,Percent,Percent,% of total employment,5.143,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,"Employers, total (% of total employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28113,,SL.EMP.SELF.ZS,"Self-employed, total (% of total employment)",World Development Indicators,Percent,Percent,% of total employment,5.145,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,"Self-employed, total (% of total employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28114,,SL.ISV.IFRM.ZS,Informal employment (% of total non-agricultural employment),World Development Indicators,Percent,Percent,% of total non-agricultural employment,5.144,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,Informal employment (% of total non-agricultural employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28115,,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),World Development Indicators,Percent,Percent,% of GDP,5.151,fcs.investment.private.domestic,Investment,FCS Investment Trends,Private Sector Investment,Domestic Investment,General government final consumption expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28156,,Is this country on the FCV list?,Is this country on the FCV list?,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Value,Yes/No,5.15,fcs.investment,Investment,FCS Investment Trends,Is this country on the FCV list?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28150,,FCS Typology - FCV,FCV Typology - FCV,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Value,Yes/No,5.146,fcs.investment,Investment,FCS Investment Trends,FCS Typology - FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28151,,FCS Typology - Past-FCV,FCS Typology - Past-FCS,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Value,Yes/No,5.148,fcs.investment,Investment,FCS Investment Trends,FCS Typology - Past-FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28152,,FCS Typology - is non-FCV,FCS Typology - Non-FCS,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Value,Yes/No,5.147,fcs.investment,Investment,FCS Investment Trends,FCS Typology - Non-FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28157,,Is the country resource rich?,Is the country resource rich?,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Value,Yes/No,5.149,fcs.investment,Investment,FCS Investment Trends,Is the country resource rich?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,SIDS,SIDS,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Yes/No,Yes/No,9,,Investment,FCS Investment Trends,SIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,Landlocked,Landlocked,"World Bank Group's Fragile, Conflict and Violence Group Harmonized List of Fragile Situations",Value,Yes/No,Yes/No,9,,Investment,FCS Investment Trends,Landlocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
27962,,Overall Global Gender Gap Rank,Overall Global Gender Gap Index,World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.016,gender.economic,Economy,Gender,Economic Participation,Overall Global Gender Gap Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28116,,SL.TLF.CACT.FE.ZS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",World Development Indicators,Percent,Percent,% of female population ages 15+,5.017,gender.economic,Economy,Gender,Economic Participation,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28117,,SL.TLF.CACT.MA.ZS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",World Development Indicators,Percent,Percent,% of female population ages 15+,5.018,gender.economic,Economy,Gender,Economic Participation,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28118,,SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),World Development Indicators,Percent,Percent,%,5.019,gender.economic,Economy,Gender,Economic Participation,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28109,,SL.ISV.IFRM.FE.ZS,"Informal employment, female (% of total non-agricultural employment)",World Development Indicators,Percent,Percent,% of total non-agricultural employment,5.02,gender.economic,Economy,Gender,Economic Participation,"Informal employment, female (% of total non-agricultural employment)",,,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,"Informal employment, female (% of total non-agricultural employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28110,,SL.ISV.IFRM.MA.ZS,"Informal employment, male (% of total non-agricultural employment)",World Development Indicators,Percent,Percent,% of total non-agricultural employment,5.021,gender.economic,Economy,Gender,Economic Participation,"Informal employment, male (% of total non-agricultural employment)",,,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,"Informal employment, male (% of total non-agricultural employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28119,,SL.AGR.EMPL.FE.ZS,"Employment in agriculture, female (% of female employment)",World Development Indicators,Percent,Percent,% of female employment,5.023,gender.wage,Economy,Gender,Wage Employment,"Employment in agriculture, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28120,,SL.AGR.EMPL.MA.ZS,"Employment in agriculture, male (% of male employment)",World Development Indicators,Percent,Percent,% of male employment,5.024,gender.wage,Economy,Gender,Wage Employment,"Employment in agriculture, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28121,,SL.SRV.EMPL.FE.ZS,"Employment in services, female (% of female employment)",World Development Indicators,Percent,Percent,% of female employment,5.027,gender.wage,Economy,Gender,Wage Employment,"Employment in services, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28122,,SL.SRV.EMPL.MA.ZS,"Employment in services, male (% of male employment)",World Development Indicators,Percent,Percent,% of male employment,5.028,gender.wage,Economy,Gender,Wage Employment,"Employment in services, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28123,,SL.IND.EMPL.FE.ZS,"Employment in industry, female (% of female employment)",World Development Indicators,Percent,Percent,% of female employment,5.025,gender.wage,Economy,Gender,Wage Employment,"Employment in industry, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28124,,SL.IND.EMPL.MA.ZS,"Employment in industry, male (% of male employment)",World Development Indicators,Percent,Percent,% of male employment,5.026,gender.wage,Economy,Gender,Wage Employment,"Employment in industry, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28111,,SL.EMP.INSV.FE.ZS,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),World Development Indicators,Percent,Percent,% of total nonagricultural employment,5.029,gender.wage,Economy,Gender,Wage Employment,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),,,fcs.investment.econsocial.emp,Investment,FCS Investment Trends,Economic and Social Context,Employment,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28125,,WP_time_10.3,"Accounts (Bank, Financial, Mobile), female (% age 15+)",World Development Indicators,Percent,Percent,% age 15+,5.03,gender.asset,Economy,Gender,Asset ownership and control,"Accounts (Bank, Financial, Mobile), female (% age 15+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28126,,WP_time_10.2,"Accounts (Bank, Financial, Mobile), male (% age 15+)",World Development Indicators,Percent,Percent,% age 15+,5.031,gender.asset,Economy,Gender,Asset ownership and control,"Accounts (Bank, Financial, Mobile), male (% age 15+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28127,,WP15163_4.3,"Mobile account, female (% age 15+) [w2]",World Development Indicators,Percent,Percent,% age 15+,5.032,gender.asset,Economy,Gender,Asset ownership and control,"Mobile account, female (% age 15+) [w2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28128,,WP15163_4.2,"Mobile account, male (% age 15+) [w2]",World Development Indicators,Percent,Percent,% age 15+,5.033,gender.asset,Economy,Gender,Asset ownership and control,"Mobile account, male (% age 15+) [w2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28129,,SG.DMK.PRCH.FN.ZS,Women participating in making major household purchase decisions (% of women age 15-49),Gender Statistics,Percent,Percent,% of women age 15-49,5.034,gender.asset,Economy,Gender,Asset ownership and control,Women participating in making major household purchase decisions (% of women age 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28130,,SL.TIM.DWRK.FE,"Time spent in domestic work, female (hours)",Gender Statistics,Value,Value,hours,5.035,gender.time,Economy,Gender,Domestic and work-related time allocation,"Time spent in domestic work, female (hours)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28131,,SL.TIM.DWRK.MA,"Time spent in domestic work, male (hours)",Gender Statistics,Value,Value,hours,5.036,gender.time,Economy,Gender,Domestic and work-related time allocation,"Time spent in domestic work, male (hours)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960,,Global Gender Gap Political Empowerment subindex Rank,Global Gender Gap Political Empowerment subindex,World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.037,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Political Empowerment subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28132,,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",World Development Indicators,Percent,Percent,% of females ages 15 and above,5.038,gender.sociopolitical,Economy,Gender,Social and political norms,"Literacy rate, adult female (% of females ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28133,,SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",World Development Indicators,Percent,Percent,% of females ages 15 and above,5.039,gender.sociopolitical,Economy,Gender,Social and political norms,"Literacy rate, adult male (% of males ages 15 and above)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28134,,UIS.LR.AG15T99.GPI,"Adult literacy rate, population 15+ years, gender parity index (GPI)",Education Statistics,Value,Value,gender parity index,5.04,gender.sociopolitical,Economy,Gender,Social and political norms,"Adult literacy rate, population 15+ years, gender parity index (GPI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28135,,BAR.PRM.CMPT.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,Education Statistics,Percent,Percent,% of female population age 15+,5.041,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959,,Overall Global Gender Gap Index,Overall Global Gender Gap Index,World Economic Forum Global Gender Gap Report,Index,Index,Index,5.016,gender.economic,Economy,Gender,Economic Participation,Overall Global Gender Gap Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28136,,BAR.PRM.CMPT.15UP.ZS,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,Education Statistics,Percent,Percent,% of population age 15+,5.044,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28137,,BAR.SEC.CMPT.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with secondary schooling. Completed Secondary,Education Statistics,Percent,Percent,% of female population age 15+,5.042,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of female population age 15+ with secondary schooling. Completed Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28138,,BAR.SEC.CMPT.15UP.ZS,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,Education Statistics,Percent,Percent,% of population age 15+,5.045,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of population age 15+ with secondary schooling. Completed Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28139,,BAR.TER.CMPT.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,Education Statistics,Percent,Percent,% of female population age 15+,5.043,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of female population age 15+ with tertiary schooling. Completed Tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28140,,BAR.TER.CMPT.15UP.ZS,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,Education Statistics,Percent,Percent,% of population age 15+,5.046,gender.sociopolitical,Economy,Gender,Social and political norms,Barro-Lee: Percentage of population age 15+ with tertiary schooling. Completed Tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28141,,SP.FER.TOTL.ZR,"Fertility rate, total (births per woman)",World Development Indicators,Value,Value,births per woman,5.047,gender.sociopolitical,Economy,Gender,Social and political norms,"Fertility rate, total (births per woman)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28164,,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)","Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.022,gender.economic,Economy,Gender,Economic Participation,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28613,,TX.CONC.DIV.NO,Number of product (exports),Africa Development Indicators,value,value,# of products exported,5.069,trade.tar,Trade,Trade Barriers,Trade Tariffs,Number of product (exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28614,,TM.CONC.DIV.NO,Number of product (imports),Africa Development Indicators,value,value,# of products imported,5.07,trade.tar,Trade,Trade Barriers,Trade Tariffs,Number of product (imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28165,,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)","Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",World Economic Forum Global Gender Gap Report,Value,Value,Value,5.022,gender.economic,Economy,Gender,Economic Participation,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28606,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),World Development Indicators,value,value,US$,5.015,econ.gni,Economy,Economic Outcomes,GNI,GNI per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28166,,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)","Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",World Economic Forum Global Gender Gap Report,Normalized Score,Normalized Score,Normalized Score,5.022,gender.economic,Economy,Gender,Economic Participation,"Wage equality between women and men for similar work (survey data, normalized on a 0-to-1 scale)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28605,,NY.GDP.PCAP.KD,GDP per capita (constant 2010 US$),World Development Indicators,value,value,US$,5.013,econ.gdp,Economy,Economic Outcomes,GDP,GDP per capita (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28108,,NY.GDP.MKTP.KD,GDP (constant 2010 US$),World Development Indicators,value,value,US$,5.011,econ.gdp,Economy,Economic Outcomes,GDP,GDP (constant 2010 US$),,,fcs.investment.econsocial.macroecon,Investment,FCS Investment Trends,Economic and Social Context,Macroeconomic Outcomes,GDP (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28608,,NY.GNP.MKTP.KD,GNI (constant 2010 US$),World Development Indicators,value,value,US$,5.014,econ.gni,Economy,Economic Outcomes,GNI,GNI (constant 2010 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28107,,NY.GDP.MKTP.CD,GDP (current US$),World Development Indicators,value,value,US$,5.012,econ.gdp,Economy,Economic Outcomes,GDP,GDP (current US$),,,fcs.investment.econsocial.macroecon,Investment,FCS Investment Trends,Economic and Social Context,Macroeconomic Outcomes,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28610,,GC.TAX.EXPT.CN,Taxes on exports (current LCU),World Development Indicators,value,value,current LCU,5.073,trade.tar,Trade,Trade Barriers,Trade Tariffs,Taxes on exports (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28611,,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU),World Development Indicators,value,value,current LCU,5.074,trade.tar,Trade,Trade Barriers,Trade Tariffs,Taxes on goods and services (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28612,,GC.TAX.INTT.CN,Taxes on international trade (current LCU),World Development Indicators,value,value,current LCU,5.075,trade.tar,Trade,Trade Barriers,Trade Tariffs,Taxes on international trade (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,RCA,Revealed comparative advantage,World Integrated Trade Solution,value,value,revealed comparative advantage (RCA) ,5.071,trade.tar,Trade,Trade Barriers,Trade Tariffs,Revealed comparative advantage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28576,,NMBR-MPRT-PRTNR,Number of import partners,World Integrated Trade Solution,value,value,# of import partners,5.068,trade.tar,Trade,Trade Barriers,Trade Tariffs,Number of import partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28577,,NMBR-XPRT-PRTNR,Number of export partners,World Integrated Trade Solution,value,value,# of export partners,5.067,trade.tar,Trade,Trade Barriers,Trade Tariffs,Number of export partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28578,,TRF-NMBR-AGGRMNT,No Of Tariff Agreement,World Integrated Trade Solution,value,value,# of tariff agreement,5.066,trade.tar,Trade,Trade Barriers,Trade Tariffs,No Of Tariff Agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,TRD-CMPLMNTRTY-NDX,Trade complementarity index,World Integrated Trade Solution,value,value,Index,5.076,trade.tar,Trade,Trade Barriers,Trade Tariffs,Trade complementarity index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28582,,XPRT-SHR-TTL-PRDCT,Export Share in Total Products ,World Integrated Trade Solution,value,value,%,5.058,trade.tar,Trade,Trade Barriers,Trade Tariffs,Export Share in Total Products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27961,,Global Gender Gap Political Empowerment subindex Index,Global Gender Gap Political Empowerment subindex,World Economic Forum Global Gender Gap Report,Index,Index,Index,5.037,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Political Empowerment subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
